openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url
OL395327A,Robert Wood,5,Q15052600,Robert Wood,British psychologist,http://www.wikidata.org/entity/Q15052600
OL5535617A,Ying Zhu,1,Q104131505,Ying Zhu,researcher ORCID 0000-0003-0949-0475,http://www.wikidata.org/entity/Q104131505
OL5535617A,Ying Zhu,2,Q102361196,Ying Zhu,Ph.D. North Carolina State University 2009,http://www.wikidata.org/entity/Q102361196
OL5535617A,Ying Zhu,3,Q102851686,Ying Zhu,"Ph.D. University of California, Berkeley 2015",http://www.wikidata.org/entity/Q102851686
OL5535617A,Ying Zhu,4,Q104284319,Ying Zhu,researcher ORCID 0000-0002-4535-8546,http://www.wikidata.org/entity/Q104284319
OL5535617A,Ying Zhu,5,Q102317214,Ying Zhu,Ph.D. George Mason University 2000,http://www.wikidata.org/entity/Q102317214
OL7582479A,Wendy Wagner,1,Q111820212,Wendy N. Wagner,American writer and editor,http://www.wikidata.org/entity/Q111820212
OL7582479A,Wendy Wagner,2,Q9371962,Wendy Kay Wagner,American skier,http://www.wikidata.org/entity/Q9371962
OL7582479A,Wendy Wagner,3,Q139063060,Wendy Wagner,,http://www.wikidata.org/entity/Q139063060
OL7582479A,Wendy Wagner,4,Q139518184,Wendy Wagner,,http://www.wikidata.org/entity/Q139518184
OL7582479A,Wendy Wagner,5,Q516627,Wende Wagner,American film and television actress (1941-1997),http://www.wikidata.org/entity/Q516627
OL8048521A,Susan Elaine Murphy,1,Q117839246,Susan Elaine Murphy,"psychologist, graduated from University of Washington with a Graduate Degree in Psychology",http://www.wikidata.org/entity/Q117839246
OL8048521A,Susan Elaine Murphy,2,Q112449276,Susan E. Murphy,,http://www.wikidata.org/entity/Q112449276
OL542112A,Carol A. Mullen,1,Q91914357,Carol A Mullen,American academic researcher and scholar of alternative mentoring,http://www.wikidata.org/entity/Q91914357
OL10188240A,Janine Williams,1,Q112574706,Janine Williams,marketing and international business lecturer in New Zealand,http://www.wikidata.org/entity/Q112574706
OL10188240A,Janine Williams,2,Q135656973,Janine Williams,New Zealand artist,http://www.wikidata.org/entity/Q135656973
OL7297514A,Mark A. Brennan,1,Q6766442,Mark A. Brennan,Canadian artist,http://www.wikidata.org/entity/Q6766442
OL1326651A,Ted Johns,1,Q7693343,Ted Johns,Canadian writer,http://www.wikidata.org/entity/Q7693343
OL1326651A,Ted Johns,2,Q100850715,Ted Johnson,college basketball player (1981–1982) Lafayette,http://www.wikidata.org/entity/Q100850715
OL1326651A,Ted Johns,3,Q113726470,Ted Johnson South,,http://www.wikidata.org/entity/Q113726470
OL1326651A,Ted Johns,4,Q58422144,E. R. Johnson,Ph.D. University of Cambridge 1977,http://www.wikidata.org/entity/Q58422144
OL1326651A,Ted Johns,5,Q5237318,David McDaniel,American writer (1939–1977),http://www.wikidata.org/entity/Q5237318
OL720844A,Lee Barr,1,Q6513033,Lee Barrow,English footballer (born 1973),http://www.wikidata.org/entity/Q6513033
OL720844A,Lee Barr,2,Q126848775,Lee Barron,British politician,http://www.wikidata.org/entity/Q126848775
OL720844A,Lee Barr,3,Q111724418,Lee Barron,Irish rugby union player,http://www.wikidata.org/entity/Q111724418
OL720844A,Lee Barr,4,Q112519610,Lee Barron,,http://www.wikidata.org/entity/Q112519610
OL720844A,Lee Barr,5,Q83494,Lee Cattermole,English footballer (born 1988),http://www.wikidata.org/entity/Q83494
OL2877334A,Louis Carter,1,Q6686867,Louis Carter,American football player,http://www.wikidata.org/entity/Q6686867
OL2877334A,Louis Carter,2,Q1650207,Lou Carter,American musician and pianist (1918–2005),http://www.wikidata.org/entity/Q1650207
OL2877334A,Louis Carter,3,Q133652888,Louis Carter,American businessperson and organizational psychologist,http://www.wikidata.org/entity/Q133652888
OL2877334A,Louis Carter,4,Q6686872,Louis Carter Smith,American archer,http://www.wikidata.org/entity/Q6686872
OL236847A,David Ulrich,1,Q58436082,David Ulrich,,http://www.wikidata.org/entity/Q58436082
OL236847A,David Ulrich,2,Q133343604,David Ulrich,,http://www.wikidata.org/entity/Q133343604
OL236847A,David Ulrich,3,Q53498364,David Ulrich Böcklin,,http://www.wikidata.org/entity/Q53498364
OL236847A,David Ulrich,4,Q133005766,David Ulrich Seidel,,http://www.wikidata.org/entity/Q133005766
OL236847A,David Ulrich,5,Q132977361,David Ulrich Schmidlin,,http://www.wikidata.org/entity/Q132977361
OL2652676A,Marshall Goldsmith,1,Q1274760,Marshall Goldsmith,American author of leadership and management literature,http://www.wikidata.org/entity/Q1274760
OL2652676A,Marshall Goldsmith,2,Q6773599,Marshall Goldsmith School of Management,Business school of Alliant International University,http://www.wikidata.org/entity/Q6773599
OL230540A,Alma Harris,1,Q106638408,Alma Harris,Welsh pedagogue,http://www.wikidata.org/entity/Q106638408
OL443596A,Christopher Mabey,1,Q112467277,Christopher Mabey,,http://www.wikidata.org/entity/Q112467277
OL2434686A,Jack Gordon,1,Q117100642,Jack Gordon,English footballer (1911–?),http://www.wikidata.org/entity/Q117100642
OL2434686A,Jack Gordon,2,Q75479444,Jack Gordon,Peerage person ID=167271,http://www.wikidata.org/entity/Q75479444
OL2434686A,Jack Gordon,3,Q54827679,Jack Gordon,English actor,http://www.wikidata.org/entity/Q54827679
OL2434686A,Jack Gordon,4,Q10465653,John Gordon,Scottish footballer (1899-1964),http://www.wikidata.org/entity/Q10465653
OL2434686A,Jack Gordon,5,Q6112747,Jack Gordon,Scottish footballer (1863-?),http://www.wikidata.org/entity/Q6112747
OL19864A,Albert Ellis,1,Q313931,Albert Ellis,American psychologist (1913–2007),http://www.wikidata.org/entity/Q313931
OL19864A,Albert Ellis,2,Q15970047,Albert Ellissen,French private banker and engineer,http://www.wikidata.org/entity/Q15970047
OL19864A,Albert Ellis,3,Q4710143,Albert Ellis,English footballer (1889-1961),http://www.wikidata.org/entity/Q4710143
OL19864A,Albert Ellis,4,Q4710144,Albert Ellis,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q4710144
OL19864A,Albert Ellis,5,Q106918213,Albert Ellis Allin,"physician, naturalist and writer (1906–1966)",http://www.wikidata.org/entity/Q106918213
OL389943A,Elliott Jaques,1,Q1332333,Elliott Jaques,Canadian psychoanalyst and organizational psychologist (1917-2003),http://www.wikidata.org/entity/Q1332333
OL833791A,Chris Argyris,1,Q1076951,Chris Argyris,American business theorist (1923-2013),http://www.wikidata.org/entity/Q1076951
OL833791A,Chris Argyris,2,Q123012334,"Chris Argyris, Integrating the Individual and the Organization, Wiley, London, 1964, 330 sider.",scientific article published in January 1966,http://www.wikidata.org/entity/Q123012334
OL833791A,Chris Argyris,3,Q108536093,"Chris Argyris, Intervention Theory and Method, a Behavioral Science View, Addison-Wesley, London, 1970, 374 s.",scientific article published on 01 January 1972,http://www.wikidata.org/entity/Q108536093
OL6812521A,Joseph Olmstead,1,Q99370568,Joseph Olmstead,deacon (1674 - certain 25 Feb 1762),http://www.wikidata.org/entity/Q99370568
OL6812521A,Joseph Olmstead,2,Q99370576,Joseph Olmstead,deacon (1654-1726),http://www.wikidata.org/entity/Q99370576
OL4345625A,Peter F. Drucker,1,Q84238,Peter Drucker,American business consultant (1909–2005),http://www.wikidata.org/entity/Q84238
OL4345625A,Peter F. Drucker,2,Q7173902,Peter F. Drucker and Masatoshi Ito Graduate School of Management,"Business school in California, U.S.",http://www.wikidata.org/entity/Q7173902
OL4345625A,Peter F. Drucker,3,Q77682997,Peter F. Drucker: the dynamics of health care administration,scientific article published on 01 February 1978,http://www.wikidata.org/entity/Q77682997
OL4345625A,Peter F. Drucker,4,Q108536120,"Peter F. Drucker, ed., Preparing Tomorrows Businessleaders Today, Prentice/Hall, London, 1969, 100 sh, 290 s.",,http://www.wikidata.org/entity/Q108536120
OL4345625A,Peter F. Drucker,5,Q52411096,Peter F. Drucker and Karl D. Bays discuss the toughest job--running a hospital. Part 2.,scientific article published in January 1982,http://www.wikidata.org/entity/Q52411096
OL717679A,Joseph A. Maciariello,1,Q112398200,Joseph A. Maciariello,,http://www.wikidata.org/entity/Q112398200
OL1802361A,Jim Collins,1,Q114575424,Jim Collins,"American businessperson and board member, former CEO of Corteva",http://www.wikidata.org/entity/Q114575424
OL1802361A,Jim Collins,2,Q110263723,Jim Collins,Australian rugby league footballer (1923– 1996),http://www.wikidata.org/entity/Q110263723
OL1802361A,Jim Collins,3,Q6131576,James J. Collins,American professor of biomedical engineering,http://www.wikidata.org/entity/Q6131576
OL1802361A,Jim Collins,4,Q1680733,James M. Collins,American politician (1916-1989),http://www.wikidata.org/entity/Q1680733
OL1802361A,Jim Collins,5,Q1134293,James C. Collins,American business consultant and writer,http://www.wikidata.org/entity/Q1134293
OL383503A,M. Scott Norton,1,Q130640309,M. Scott Norton,,http://www.wikidata.org/entity/Q130640309
OL5714840A,Marvin Bower,1,Q1906048,Marvin Bower,American business theorist (1903–2003),http://www.wikidata.org/entity/Q1906048
OL5714840A,Marvin Bower,2,Q100756891,Marvin Bowerman,college basketball player (1951–1951) San Francisco,http://www.wikidata.org/entity/Q100756891
OL3236048A,Nathan Axelrod,1,Q2687017,Nathan Axelrod,"Israeli cinematographer, screenwriter, director (1905–1987)",http://www.wikidata.org/entity/Q2687017
OL3236048A,Nathan Axelrod,2,Q113641909,Nathan Axelrod Speaking on the Introduction of Sound,newsreel,http://www.wikidata.org/entity/Q113641909
OL11546536A,abraham holtzman,1,Q23722834,Abraham Holtzman,American political scientist,http://www.wikidata.org/entity/Q23722834
OL5574571A,James Frederick Bender,1,Q112464590,James Frederick Bender,,http://www.wikidata.org/entity/Q112464590
OL542945A,Marvin Bower,1,Q1906048,Marvin Bower,American business theorist (1903–2003),http://www.wikidata.org/entity/Q1906048
OL542945A,Marvin Bower,2,Q100756891,Marvin Bowerman,college basketball player (1951–1951) San Francisco,http://www.wikidata.org/entity/Q100756891
OL340685A,"Campbell, Colin",1,Q106190522,"Campbell, Colin","entry in Alumni Oxonienses: the Members of the University of Oxford, 1715-1886",http://www.wikidata.org/entity/Q106190522
OL340685A,"Campbell, Colin",2,Q24015112,"Campbell, Colin (a) (NBD)",entry in the Naval Biographical Dictionary,http://www.wikidata.org/entity/Q24015112
OL340685A,"Campbell, Colin",3,Q24015122,"Campbell, Colin Yorke (NBD)",entry in the Naval Biographical Dictionary,http://www.wikidata.org/entity/Q24015122
OL340685A,"Campbell, Colin",4,Q19021146,"Campbell, Colin (d.1729) (DNB00)",entry in Dictionary of National Biography,http://www.wikidata.org/entity/Q19021146
OL340685A,"Campbell, Colin",5,Q19021136,"Campbell, Colin (d.1584) (DNB00)",entry in Dictionary of National Biography,http://www.wikidata.org/entity/Q19021136
OL2933997A,Margaret Jane Wyszomirski,1,Q139433622,Margaret Jane Wyszomirski,,http://www.wikidata.org/entity/Q139433622
OL9482201A,Richard D. Heimovics,1,Q112385927,Richard Heimovics,,http://www.wikidata.org/entity/Q112385927
OL2955129A,Ludger Helms,1,Q112551609,Ludger Helms,,http://www.wikidata.org/entity/Q112551609
OL371014A,Stephen J. Zaccaro,1,Q16221621,Stephen Zaccaro,American psychologist,http://www.wikidata.org/entity/Q16221621
OL1346979A,Abraham Holtzman,1,Q23722834,Abraham Holtzman,American political scientist,http://www.wikidata.org/entity/Q23722834
OL1756685A,Ordway Tead,1,Q7100953,Ordway Tead,American academic,http://www.wikidata.org/entity/Q7100953
OL11510748A,JAMES FREDERICK BENDER,1,Q112464590,James Frederick Bender,,http://www.wikidata.org/entity/Q112464590
OL5554142A,John Apps,1,Q87846390,John Richard Apps,researcher,http://www.wikidata.org/entity/Q87846390
OL400406A,Graham Kelly,1,Q5592972,Graham Kelly,English football administrator,http://www.wikidata.org/entity/Q5592972
OL400406A,Graham Kelly,2,Q5592971,Graham Kelly,New Zealand politician,http://www.wikidata.org/entity/Q5592971
OL400406A,Graham Kelly,3,Q30122221,Graham Kelly,footballer,http://www.wikidata.org/entity/Q30122221
OL400406A,Graham Kelly,4,Q44741847,Graham Kelly,association football player,http://www.wikidata.org/entity/Q44741847
OL400406A,Graham Kelly,5,Q92778478,Graham Kelly,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q92778478
OL3600663A,Donna Weiss,1,Q133408510,Donna Weiss,,http://www.wikidata.org/entity/Q133408510
OL3600663A,Donna Weiss,2,Q17385849,Donna Terry Weiss,American singer-songwriter,http://www.wikidata.org/entity/Q17385849
OL235247A,Kenneth O. Gangel,1,Q111680926,Kenneth O. Gangel,,http://www.wikidata.org/entity/Q111680926
OL235247A,Kenneth O. Gangel,2,Q130122230,Kenneth O. Gangel: A True Educational Leader,scholarly article published in May 2004,http://www.wikidata.org/entity/Q130122230
OL8358679A,Christine Johnson McPhail,1,Q124544159,Christine Johnson McPhail,American academic administrator,http://www.wikidata.org/entity/Q124544159
OL8358680A,Eloy Ortiz Oakley,1,Q117222114,Eloy Ortiz Oakley,"Chancellor, California Community Colleges",http://www.wikidata.org/entity/Q117222114
OL2948637A,Don Page,1,Q3035873,Don Page,Canadian physicist,http://www.wikidata.org/entity/Q3035873
OL2948637A,Don Page,2,Q117120694,Don Page,,http://www.wikidata.org/entity/Q117120694
OL2948637A,Don Page,3,Q126208951,Don Page,lacrosse official,http://www.wikidata.org/entity/Q126208951
OL2948637A,Don Page,4,Q5293273,Don Page,New South Wales politician,http://www.wikidata.org/entity/Q5293273
OL2948637A,Don Page,5,Q5293270,Don Page,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q5293270
OL410958A,Peter Hawkins,1,Q7174587,Peter Hawkins,British actor (1924–2006),http://www.wikidata.org/entity/Q7174587
OL410958A,Peter Hawkins,2,Q7174588,Peter Hawkins,English footballer (born 1978),http://www.wikidata.org/entity/Q7174588
OL410958A,Peter Hawkins,3,Q64678784,Peter Hawkins,UK bank clerk and author (1924- ),http://www.wikidata.org/entity/Q64678784
OL410958A,Peter Hawkins,4,Q117034651,Peter Hawkins,,http://www.wikidata.org/entity/Q117034651
OL410958A,Peter Hawkins,5,Q117034847,Peter Hawkins,British psychologist (*1950),http://www.wikidata.org/entity/Q117034847
OL474603A,Graham Little,1,Q91320618,Graham Little,researcher (ORCID 0000-0002-2511-6945),http://www.wikidata.org/entity/Q91320618
OL474603A,Graham Little,2,Q21465395,Graham Little,British artist (born 1972),http://www.wikidata.org/entity/Q21465395
OL474603A,Graham Little,3,Q5593029,Graham Little,British journalist and television presenter,http://www.wikidata.org/entity/Q5593029
OL474603A,Graham Little,4,Q5884126,Graham Little,Scottish footballer (born 1971),http://www.wikidata.org/entity/Q5884126
OL474603A,Graham Little,5,Q135507972,Frank Graham Little,(1939–2000) political scientist,http://www.wikidata.org/entity/Q135507972
OL6645079A,Simon Sinek,1,Q7519777,Simon Sinek,British/American author and motivational speaker,http://www.wikidata.org/entity/Q7519777
OL6645079A,Simon Sinek,2,Q22990780,Simon Sinek: Why good leaders make you feel safe,TED2014,http://www.wikidata.org/entity/Q22990780
OL6645079A,Simon Sinek,3,Q110188975,"Lex Fridman Podcast #82 – Simon Sinek: Leadership, Hard Work, Optimism and the Infinite Game",podcast episode of the Lex Fridman Podcast,http://www.wikidata.org/entity/Q110188975
OL6645079A,Simon Sinek,4,Q23465053,Simon Sinek: How great leaders inspire action,TEDxPuget Sound,http://www.wikidata.org/entity/Q23465053
OL870626A,Peter Saul,1,Q127720012,Peter Saul,modern dancer,http://www.wikidata.org/entity/Q127720012
OL870626A,Peter Saul,2,Q128250678,Peter Saul,1868-,http://www.wikidata.org/entity/Q128250678
OL870626A,Peter Saul,3,Q3376863,Peter Saul,American artist (born 1934),http://www.wikidata.org/entity/Q3376863
OL870626A,Peter Saul,4,Q23662569,Peter Saul,"doctor, intensive care specialist",http://www.wikidata.org/entity/Q23662569
OL870626A,Peter Saul,5,Q133469645,Peter Saul,,http://www.wikidata.org/entity/Q133469645
OL3031908A,Douglas A. Johnson,1,Q87184251,Douglas Anthony Johnson,historian,http://www.wikidata.org/entity/Q87184251
OL13202475A,Mark Abraham,1,Q3849432,Mark Abraham,American astronomer,http://www.wikidata.org/entity/Q3849432
OL13202475A,Mark Abraham,2,Q21257729,Mark Abraham,American businessperson and politician,http://www.wikidata.org/entity/Q21257729
OL13202475A,Mark Abraham,3,Q83790640,Mark J Abraham,researcher,http://www.wikidata.org/entity/Q83790640
OL13202475A,Mark Abraham,4,Q109836201,Mark Abrahamson,Artist,http://www.wikidata.org/entity/Q109836201
OL13202475A,Mark Abraham,5,Q20675810,Mark Abrahams,American fashion and portrait photographer,http://www.wikidata.org/entity/Q20675810
OL588234A,Richard L. Nolan,1,Q2150035,Richard L. Nolan,"American business theorist, and Emeritus Professor of Business Administration at the Harvard Business School",http://www.wikidata.org/entity/Q2150035
OL577733A,Pat Wellington,1,Q7144106,Pat Wellington,Australian rules footballer,http://www.wikidata.org/entity/Q7144106
OL8036471A,Niall Foster,1,Q75748447,Niall James Foster,Peerage person ID=314184,http://www.wikidata.org/entity/Q75748447
OL2657201A,Peter Fleming,1,Q2605075,Peter Fleming,"British adventurer, journalist, soldier & travel writer (1907–1971)",http://www.wikidata.org/entity/Q2605075
OL2657201A,Peter Fleming,2,Q112461290,Peter Fleming,economist (born 1972),http://www.wikidata.org/entity/Q112461290
OL2657201A,Peter Fleming,3,Q112488981,Peter Fleming,historian (born 1958),http://www.wikidata.org/entity/Q112488981
OL2657201A,Peter Fleming,4,Q729789,Peter Fleming,American tennis player,http://www.wikidata.org/entity/Q729789
OL2657201A,Peter Fleming,5,Q7174866,Peter J. Fleming,Professor of Industrial Systems,http://www.wikidata.org/entity/Q7174866
OL3377846A,Paul Newton,1,Q2313675,Paul Newton,British musician,http://www.wikidata.org/entity/Q2313675
OL3377846A,Paul Newton,2,Q81143001,Paul N. Newton,epidemiologist,http://www.wikidata.org/entity/Q81143001
