query_book_id,recommendations_returned,recommendations_with_cluster,unique_topic_clusters,cluster_diversity_ratio,query_title,query_authors,query_source_group,query_topic
BOOK00235,10,10,2,0.2,The case for servant leadership,['Kent M. Keith'],Open Library only,Servant Leadership
BOOK00236,10,10,2,0.2,The power of servant-leadership,['Robert K. Greenleaf'],Open Library only,Servant Leadership
BOOK00237,10,10,2,0.2,Servant leadership,[],Open Library only,Servant Leadership
BOOK00238,10,10,2,0.2,Servant leadership,['Efrain Agosto'],Open Library only,Servant Leadership
BOOK00239,10,6,5,0.8333333333333334,Scrum Mastery,"['Geoff Watts', 'Rebecca Traeger', 'Ole Storksen', 'Mike Cohn', 'Esther Derby']",Open Library only,CEO and Executive Transformation
BOOK00240,10,10,5,0.5,Servant-leadership across cultures,['Alfons Trompenaars'],Open Library only,Broad Leadership and Success
BOOK00241,10,10,1,0.1,Seven pillars of servant leadership,['James W. Sipe'],Open Library only,Servant Leadership
BOOK00242,10,10,2,0.2,Servant leadership,['Jack Schaap'],Open Library only,Servant Leadership
BOOK00243,10,10,6,0.6,Reflections on leadership,['Larry C. Spears'],Open Library only,Broad Leadership and Success
BOOK00244,10,10,1,0.1,Strength in servant leadership,['Paul A. Cedar'],Open Library only,Servant Leadership
BOOK00245,10,10,2,0.2,Servant leadership,[],Open Library only,Servant Leadership
BOOK00246,10,10,1,0.1,Servant leadership,['Dirk van Dierendonck'],Open Library only,Servant Leadership
BOOK00247,10,10,3,0.3,Handbook for secular Franciscan servant leadership,[],Open Library only,Servant Leadership
BOOK00248,10,7,6,0.8571428571428571,Focus on Leadership,"['Larry C. Spears', 'Michele Lawrence', 'Ken Blanchard']",Open Library only,Transformational Leadership
BOOK00249,10,10,2,0.2,Servant Leadership in Action,"['Ken Blanchard', 'Renee Broadwell']",Open Library only,Servant Leadership
BOOK00250,10,8,1,0.125,Servant Leadership,"['Michael Rucker', 'Holly Spence']",Open Library only,Servant Leadership
BOOK00251,10,9,2,0.2222222222222222,Servant leadership,['Jane Fryar'],Open Library only,Servant Leadership
BOOK00252,10,10,6,0.6,Servant leadership,['Rocky Wallace'],Open Library only,Servant Leadership
BOOK00253,10,10,4,0.4,Applying Servant Leadership in Today's Schools,['Mary Culver'],Open Library only,Servant Leadership
BOOK00254,10,10,2,0.2,Servant Leadership for Slow Learners,['J. David Lundy'],Open Library only,Servant Leadership
BOOK00255,10,10,2,0.2,Robert K. Greenleaf,['Don M Frick'],Open Library only,Servant Leadership
BOOK00256,10,10,1,0.1,The Servant Leadership Training Course,['James C. Hunter'],Open Library only,Servant Leadership
BOOK00257,10,9,3,0.3333333333333333,The Model of Servant-Leadership,['Henry P. Hildebrand'],Open Library only,Transformational Leadership
BOOK00258,10,10,1,0.1,Cases on Servant Leadership and Equity,['Ursula Thomas'],Open Library only,Servant Leadership
BOOK00259,10,10,2,0.2,Leader As Servant Leadership Model,['Sylvanus Wosu'],Open Library only,Servant Leadership
BOOK00260,10,10,1,0.1,Servant Leadership,"['Stevens, David']",Open Library only,Servant Leadership
BOOK00261,10,10,8,0.8,Global Servant-Leadership,"['Philip Mathew', 'Jiying Song', 'Shann Ray Ferch']",Open Library only,Broad Leadership and Success
BOOK00262,10,10,5,0.5,Servant leadership in nursing,"[""Mary Elizabeth O'Brien""]",Open Library only,Servant Leadership
BOOK00263,10,10,2,0.2,Servant Leadership,"['Ralph Lewis', 'Noble, John']",Open Library only,Servant Leadership
BOOK00264,10,9,1,0.1111111111111111,Servant Leadership Roadmap,['Cara H Bramlett'],Open Library only,Servant Leadership
BOOK00265,10,10,5,0.5,Using Servant Leadership,['Angelo J. Letizia'],Open Library only,Servant Leadership
BOOK00266,10,10,1,0.1,Servant Leadership,['Pastor Cecil Hollaway'],Open Library only,Servant Leadership
BOOK00267,10,10,3,0.3,The servant,"['James C. Hunter', 'James Hunter']",Open Library only,CEO and Executive Transformation
BOOK00268,10,10,2,0.2,A Woman's Guide to Servant Leadership,['Rhonda Kelley'],Open Library only,Servant Leadership
BOOK00269,10,10,4,0.4,Servant Leadership for Higher Education,['Daniel W. Wheeler'],Open Library only,Servant Leadership
BOOK00270,10,10,8,0.8,Principal to Principal,['Rocky Wallace'],Open Library only,Organizational Culture and Trust
BOOK00271,10,10,2,0.2,Servant Leadership,['Samuel O. Enyia'],Open Library only,Servant Leadership
BOOK00272,10,10,1,0.1,Personal and Organizational Excellence Through Servant Leadership,['Sen Sendjaya'],Open Library only,Servant Leadership
BOOK00273,10,10,1,0.1,Understanding Servant Leadership,['Chad Audi'],Open Library only,Servant Leadership
BOOK00274,10,10,1,0.1,Servant Leadership Styles and Strategic Decision Making,"['Yasir Hayat Mughal', 'Shahid Kamal']",Open Library only,Servant Leadership
BOOK00275,10,10,2,0.2,The spirit of servant-leadership,['Robert K. Greenleaf Center. International Conference on Servant-Leadership'],Open Library only,Servant Leadership
BOOK00276,10,9,3,0.3333333333333333,Idiot Guide to Servant Leadership,['Pierre Walter'],Open Library only,Servant Leadership
BOOK00277,10,10,1,0.1,Servant Leadership in diakonischen Unternehmen,['Mathias Hartmann'],Open Library only,Servant Leadership
BOOK00278,10,9,1,0.1111111111111111,Servant Leadership,['John Wallace Whitehead'],Open Library only,Servant Leadership
BOOK00279,10,10,2,0.2,Developing Christian Servant Leadership,['G. Roberts'],Open Library only,Servant Leadership
BOOK00280,10,10,3,0.3,Paul on leadership,['C. Gene Wilkes'],Open Library only,Servant Leadership
BOOK00281,10,10,6,0.6,Marketing management,['Philip Kotler'],Open Library only,Broad Leadership and Success
BOOK00282,10,9,1,0.1111111111111111,Management information systems,"['Kenneth C. Laudon', 'Jane P. Laudon', 'Jane Price Laudon', 'Jane Laudon']",Open Library only,Information Technology Management
BOOK00283,10,10,6,0.6,Marketing Management,"['Philip Kotler', 'Kevin Lane Keller']",Open Library only,Organizational Culture and Trust
BOOK00284,10,10,1,0.1,Human Resource management,['Gary Dessler'],Open Library only,Human Resource Management
BOOK00285,10,10,1,0.1,Operations management,"['Jay H. Heizer', 'Jay Heizer', 'Barry Render']",Open Library only,Operations Management
BOOK00286,10,10,6,0.6,Principles of management,['George Robert Terry'],Open Library only,General Business and Management
BOOK00287,10,10,1,0.1,Strategic management,['Fred R. David'],Open Library only,Strategic Management and Planning
BOOK00288,10,10,7,0.7,Statistics for management,['Richard I. Levin & David S. Rubin'],Open Library only,Broad Leadership and Success
BOOK00289,10,9,6,0.6666666666666666,The Night Manager,['John le Carré'],Open Library only,Organizational Culture and Trust
BOOK00290,10,10,2,0.2,Strategic management,"['Gregory G. Dess', 'G. T. Lumpkin', 'Alan B. Eisner', 'Gerry McNamara', 'Seung-Hyun Lee', 'Marilyn L. Taylor']",Open Library only,Strategic Management and Planning
BOOK00291,10,10,4,0.4,Management,['Stephen P. Robbins'],Open Library only,Operations Management
BOOK00292,10,9,5,0.5555555555555556,High Output Management,['Andrew S. Grove'],Open Library only,General Business and Management
BOOK00293,10,10,7,0.7,Financial Management,"['Eugene F. Brigham', 'Michael C. Ehrhardt']",Open Library only,Entrepreneurial and Growth Mindset
BOOK00294,10,10,1,0.1,Human resource management,"['R. Wayne Mondy', 'Robert M. Noe', 'Shane R. Premeaux', 'Ronald Knowles', 'Joseph J. Martocchio']",Open Library only,Human Resource Management
BOOK00295,10,8,4,0.5,"Mind Management, Not Time Management",['David Kadavy'],Open Library only,Broad Leadership and Success
BOOK00296,10,10,1,0.1,Strategic management and business policy,"['Thomas L. Wheelen', 'J. David Hunger', 'Tom Wheelen']",Open Library only,Strategic Management and Planning
BOOK00297,10,10,2,0.2,The Practice of Management,['Peter F. Drucker'],Open Library only,General Business and Management
BOOK00298,10,10,1,0.1,Human Resource Management,['Gary Dessler'],Open Library only,Human Resource Management
BOOK00299,10,10,1,0.1,Project management,['Dennis Lock'],Open Library only,Project Management
BOOK00300,10,10,3,0.3,Introduction to management accounting,['Charles T. Horngren'],Open Library only,General Business and Management
BOOK00301,10,10,2,0.2,The Principles of Scientific Management,['Frederick Winslow Taylor'],Open Library only,General Business and Management
BOOK00302,10,10,1,0.1,Management of organizational behavior,"['Paul Hersey', 'Blanchard Hersey']",Open Library only,Organizational Behavior
BOOK00303,10,7,5,0.7142857142857143,Retailing management,['Michael Levy'],Open Library only,Broad Leadership and Success
BOOK00304,10,10,1,0.1,Strategic management,"['Arthur A. Thompson', 'Alonzo J. Strickland', 'Arthur A., Jr. Thompson', 'A. J. Strickland', 'Alonzo J., III Strickland']",Open Library only,Strategic Management and Planning
BOOK00305,10,10,1,0.1,Operations Management,['Lee J. Krajewski'],Open Library only,Operations Management
BOOK00306,10,7,6,0.8571428571428571,Contemporary management,"['Gareth R. Jones', 'Jennifer M. George']",Open Library only,General Business and Management
BOOK00307,10,10,6,0.6,Developing mangement skills,"['David A. Whetten', 'Kim S. Cameron', 'Whetten', 'David A. Whetten', 'DAVID A. WHETTEN', 'David Whetten', 'Kim Cameron']",Open Library only,Organizational Culture and Trust
BOOK00308,10,10,5,0.5,Essentials of management,['Harold Koontz'],Open Library only,General Business and Management
BOOK00309,10,10,3,0.3,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),['Project Management Institute'],Open Library only,Project Management
BOOK00310,10,10,6,0.6,Analysis for financial management,['Robert C. Higgins'],Open Library only,Entrepreneurial and Growth Mindset
BOOK00311,10,10,4,0.4,Strategic market management,['David A. Aaker'],Open Library only,Strategic Management and Planning
BOOK00312,10,10,1,0.1,Strategic management,"['Pearce, John A.', 'John A. Pearce', 'Richard B. Robinson']",Open Library only,Strategic Management and Planning
BOOK00313,10,8,6,0.75,Retailing management,"['Michael Levy', 'Michael Levy', 'Barton A. Weitz']",Open Library only,Broad Leadership and Success
BOOK00314,10,9,6,0.6666666666666666,Supply chain logistics management,['Donald J. Bowersox'],Open Library only,General Business and Management
BOOK00315,10,10,6,0.6,The one minute manager,"['Kenneth H. Blanchard', 'Spencer Johnson', 'Kenneth Blanchard']",Open Library only,General Business and Management
BOOK00316,10,10,4,0.4,Entrepreneurship,['Robert D. Hisrich'],Open Library only,Entrepreneurial and Growth Mindset
BOOK00317,10,10,5,0.5,Fundamentals of financial management,"['Eugene F. Brigham', 'Joel F. Houston']",Open Library only,General Business and Management
BOOK00318,10,10,5,0.5,Fundamentals of financial management,['James C. Van Horne'],Open Library only,Entrepreneurial and Growth Mindset
BOOK00319,10,10,2,0.2,Management information systems,"[""James A. O'Brien""]",Open Library only,Information Technology Management
BOOK00320,10,9,4,0.4444444444444444,Retail management,"['Barry Berman', 'Joel R. Evans']",Open Library only,Broad Leadership and Success
BOOK00321,10,10,5,0.5,Principles and Practice of Management,"['L. M. Prasad', 'L.M. Prasad']",Open Library only,CEO and Executive Transformation
BOOK00322,10,10,4,0.4,Comprehensive stress management,"['Jerrold S. Greenberg', 'Jerrold Greenberg', 'Jerrold S Greenberg', 'Gerrold Greenberg']",Open Library only,Organizational Culture and Trust
BOOK00323,10,10,4,0.4,Principles of management,"['Harold Koontz', ""Cyril O'Donnell""]",Open Library only,General Business and Management
BOOK00324,10,10,3,0.3,Operations Management,['William J. Stevenson'],Open Library only,Operations Management
BOOK00325,10,8,6,0.75,Marketing management,"['Philip Kotler', 'Mairead Brady', 'Malcolm Goodman', 'Torben Hansen', 'Kevin Lane Keller']",Open Library only,Organizational Culture and Trust
BOOK00326,10,10,7,0.7,Intermediate financial management,['Eugene F. Brigham'],Open Library only,Entrepreneurial and Growth Mindset
BOOK00327,10,9,6,0.6666666666666666,Sales management,"['Douglas J. Dalrymple', 'William Cron', 'William L. Cron', 'Thomas E. DeCarlo']",Open Library only,General Business and Management
BOOK00328,10,10,1,0.1,Strategic Management,['Charles W. L. Hill'],Open Library only,Strategic Management and Planning
BOOK00329,10,10,3,0.3,Production & inventory management,"['Donald W. Fogarty', 'Thomas R. Hoffmann']",Open Library only,General Business and Management
BOOK00330,10,10,3,0.3,Project management,['Harold Kerzner'],Open Library only,General Business and Management
BOOK00331,10,9,5,0.5555555555555556,Unraveling the mystery of health,['Aaron Antonovsky'],Open Library only,Organizational Culture and Trust
BOOK00332,10,10,4,0.4,Mary Kay on people management,['Mary Kay Ash'],Open Library only,People Management
BOOK00333,10,10,8,0.8,The 7 Habits of Highly Effective People,['Stephen R. Covey'],Open Library only,Broad Leadership and Success
BOOK00334,10,10,1,0.1,Armstrong's Handbook of Human Resource Management Practice,"['Michael Armstrong', 'Taylor, Stephen']",Open Library only,Human Resource Management
BOOK00335,10,10,3,0.3,"People, Management and Organizations",['Anna Sutton'],Open Library only,People Management
BOOK00336,10,10,1,0.1,Human resource management at work,"['Mick Marchington', 'Mick Marchington', 'Adrian Wilkinson']",Open Library only,Human Resource Management
BOOK00337,10,10,4,0.4,Supervisory management,"['Donald C. Mosley', 'Jr., Donald C. Mosley', 'Paul H. Pietri', 'Leon C. Megginson', 'Paul H., Jr. Pietri']",Open Library only,General Business and Management
BOOK00338,10,10,3,0.3,People Management and Performance,['John Purcell'],Open Library only,Performance Management
BOOK00339,10,10,2,0.2,Armstrong's Handbook of Strategic Human Resource Management,['Michael Armstrong'],Open Library only,Human Resource Management
BOOK00340,10,10,3,0.3,Corporate Reputations Branding and People Management,['Susan Hetrick'],Open Library only,People Management
BOOK00341,10,10,5,0.5,Hotel Management,"['Charalampos Giousmpasoglou', 'Evangelia Marinakou']",Open Library only,General Business and Management
BOOK00342,10,10,7,0.7,People Managing Forests,"['Carol J. P. Colfer', 'Yvonne Byron']",Open Library only,Broad Leadership and Success
BOOK00343,10,9,3,0.3333333333333333,Strategic People Management and Development,"['Gary Rees', 'Raymond French']",Open Library only,People Management
BOOK00344,10,10,5,0.5,Short Guide to People Management,['Antonios Panagiotakopoulos'],Open Library only,General Business and Management
BOOK00345,10,8,2,0.25,People management,"['David Rees', 'Richard McBain']",Open Library only,People Management
BOOK00346,10,10,5,0.5,People management and development,"['David Farnham', 'Paul Smith CIPD']",Open Library only,People Management
BOOK00347,10,10,1,0.1,VOL.2.NO.13.27th JUNE 1998,['PEOPLE MANAGEMENT.'],Open Library only,Broad Leadership and Success
BOOK00348,10,10,2,0.2,People Management and Performance,"['John Purcell', 'Nicholas Kinnie', 'Juani Swart', 'Bruce Rayton', 'Susan Hutchinson']",Open Library only,People Management
BOOK00349,10,10,3,0.3,The changing face of people management in India,['Pawan S. Budhwar'],Open Library only,People Management
