matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector
42,BOOK00043,Leadership and the one minute manager,"['Kenneth H. Blanchard', 'Patricia Zigarmi', 'Drea Zigarmi']","Providing a guide to effective business leadership, three management consultants' important concepts and techniques of leadership, including flexibility, diagnosis, contracts, building skill, confidence, and autonomy in others. In clear, simple terms Leadership and the One Minute Manager® teaches managers the art of Situational Leadership®--a simple system that refutes the conventional management mandate of treating all employees equally. Here, you'll learn why tailoring management styles to individual employees is so important why knowing when to delegate, support, or direct is critical how to identify the leadership style suited to a particular person and how consistent use of the One Minute techniques will produce better management and enhanced motivation on all levels. This remarkable, easy-to-follow book is a priceless guide to creative, personalized leadership that elicits the best performance from your staff--and the best bottom line for any business. If your management motto is ""everyone should be treated equally,"" Leadership and the One Minute Manager. will show you why this style not only hinders workplace efficiency, but also frustrates your staff. In clear, simple terms, Ken Blanchard, co-author of the enormously popular The One Minute Manager., coupled with business gurus Patricia and Drea Zigarmi, teach managers the art of Situational Leadership. You'll learn why tailoring management styles to individual employees is so important when to delegate, support, or direct how to identify the leadership style suited to a particular person and how consistent use of the One Minute techniques will produce better management and enhanced motivation on all levels. This remarkable, easy-to-follow book is a priceless guide to creative, personalized leadership that elicits the best performance from your staff and the best bottom line for any business. -- Book jacket.","['Leadership', 'Management', 'Gestion']",1985.0,,4.3333335,3.0,7.0,23.0,2.0,4.0,https://covers.openlibrary.org/b/id/6440265-L.jpg,Open Library only,7.0,Broad Leadership and Success,False
43,BOOK00044,School leadership and administration,"['Richard A. Gorton', 'Judy A. Alston', 'Petra E. Snowden']",,"['Case studies', 'Educational leadership', 'School management and organization', 'Administration scolaire', 'Educational administration', 'Administration - General', 'Leadership', 'Education / Administration', 'Education', 'Education / Teaching', 'Textbooks', 'United States']",1987.0,,5.0,2.0,7.0,15.0,3.0,2.0,https://covers.openlibrary.org/b/id/8339443-L.jpg,Open Library only,3.0,Future Thinking and Personal Development,False
44,BOOK00045,Leadership Is an Art,['Max DePree'],"Provides advice on the ""art"" of leadership by the CEO of one of Fortune magazine's ten best managed companies.",['Leadership'],1989.0,,,,7.0,14.0,1.0,1.0,https://covers.openlibrary.org/b/id/4610906-L.jpg,Open Library only,25.0,Transformational Leadership,False
45,BOOK00046,Small unit leadership,['Dandridge M. Malone'],,"['Business', 'Command of troops', 'History', 'Leadership', 'Nonfiction', 'Military art and science']",1983.0,,5.0,1.0,2.0,23.0,1.0,0.0,https://covers.openlibrary.org/b/id/689071-L.jpg,Open Library only,25.0,Transformational Leadership,False
46,BOOK00047,Leadership Wisdom from the Monk Who Sold His Ferrari,['Robin S. Sharma'],,"['Exito en los negocios', 'Actualización de sí mismo (Psicología)', 'Leadership', 'Success in business', 'Self-actualization (Psychology)', 'Liderazgo', 'Management and leadership skills', 'Industrial management', 'Business']",1998.0,,3.6666667,3.0,22.0,63.0,7.0,4.0,https://covers.openlibrary.org/b/id/1835-L.jpg,Open Library only,13.0,General Business and Management,False
47,BOOK00048,Monday morning leadership,['David Cottrell'],,"['Management', 'Leadership', 'Labor productivity', 'Employee motivation']",2002.0,,3.5,2.0,1.0,102.0,5.0,5.0,https://covers.openlibrary.org/b/id/737408-L.jpg,Open Library only,25.0,Transformational Leadership,False
48,BOOK00049,Leadership for dummies,['Marshall Loeb'],,"['Executive ability', 'Leadership']",1999.0,,,,3.0,17.0,2.0,0.0,https://covers.openlibrary.org/b/id/521724-L.jpg,Open Library only,19.0,Executive Leadership,False
49,BOOK00050,Leadership,['Peter Guy Northouse'],"""Used at more than 1500 institutions in 89 countries and translated into 12 different languages, this market-leading text successfully combines an academically robust account of the major theories and models of leadership with an accessible style and practical examples that help students apply what they learn. Peter G. Northouse uses a consistent format for each chapter, allowing students to compare the various theories. Each chapter includes three case studies that provide students with practical examples of the theories discussed. Adopted at more than 1,000 colleges, universities, and institutions worldwide, Leadership: Theory and Practice provides readers with a user-friendly account of a wide range of leadership research in a clear, concise, and interesting manner.""--Publisher's website.","['Leadership', 'Case studies', 'Leiderschap', 'BUSINESS & ECONOMICS', 'Führung', 'Fèuhrung', 'Ledarskap', 'Unternehmensführung', 'Leadership--case studies', 'Hm1261 .n67 2015', '303.3/4']",2010.0,,,,2.0,15.0,2.0,1.0,https://covers.openlibrary.org/b/id/9280852-L.jpg,Open Library only,7.0,Broad Leadership and Success,False
50,BOOK00051,Curriculum leadership,"['Allan A. Glatthorn', 'Floyd Boschee', 'Bruce M. Whitehead']","""A one-of-a-kind resource written for teachers and administrators who want to sucessfully restructure and enhance school curriculum.""--Back cover.","['Curricula', 'Curriculum', 'Curriculum evaluation', 'Curriculum planning', 'Education, Elementary', 'Educational leadership', 'Elementary Education', 'Planification', ""Programmes d'etudes"", 'Leadership en education', 'Curriculum planning & development', 'Education', 'Education / Teaching', 'United States', 'Education / Curricula', 'Leadership', 'Education, united states']",1987.0,,,,4.0,10.0,2.0,0.0,https://covers.openlibrary.org/b/id/4174269-L.jpg,Open Library only,3.0,Future Thinking and Personal Development,False
51,BOOK00052,Transformational leadership development,['Bernard M. Bass'],,"['Handbooks, manuals', 'Handbooks, manuals, etc..', 'Self-evaluation', 'Supervisors', 'Leadership', 'Questionnaires', 'Evaluation', 'Rating of']",1990.0,,1.0,1.0,1.0,11.0,1.0,0.0,,Open Library only,10.0,Leadership Development,False
52,BOOK00053,Full range leadership development,['Bruce J. Avolio'],,['Leadership'],2010.0,,,,4.0,5.0,1.0,0.0,https://covers.openlibrary.org/b/id/14380960-L.jpg,Open Library only,10.0,Leadership Development,False
53,BOOK00054,Leadership Development in Balance,['Bruce J. Avolio'],,[],2004.0,,,,7.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/5370739-L.jpg,Open Library only,10.0,Leadership Development,False
54,BOOK00055,Full range leadership development,['John J. Sosik'],,"['Leadership', 'BUSINESS & ECONOMICS / Industrial Management', 'BUSINESS & ECONOMICS / Management', 'BUSINESS & ECONOMICS / Management Science', 'BUSINESS & ECONOMICS / Organizational Behavior']",2010.0,,,,8.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/9233648-L.jpg,Open Library only,13.0,General Business and Management,False
55,BOOK00056,Leadership Development,['Kevin Flinn'],,"['Leadership', 'Career development', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",2018.0,,,,6.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/9234954-L.jpg,Open Library only,13.0,General Business and Management,False
56,BOOK00057,Leadership development basics,['Karen Lawson'],,['Leadership'],2008.0,,,,3.0,2.0,0.0,0.0,,Open Library only,10.0,Leadership Development,False
57,BOOK00058,Leadership development,['Rosemary Ryan'],,"['Executive ability', 'Leadership', 'Study and teaching', 'Aptitude pour la direction', 'Étude et enseignement', 'BUSINESS & ECONOMICS']",2008.0,,,,8.0,,,,https://covers.openlibrary.org/b/id/5346473-L.jpg,Open Library only,10.0,Leadership Development,False
58,BOOK00059,The Center for Creative Leadership handbook of leadership development,"['Cynthia D. McCauley', 'Ellen Van Velsor']",This second edition brings together the wealth of practical knowledge that CCL has gained from over three decades of research and experience.,"['Creative ability in business', 'Leadership']",2003.0,,,,5.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/10216345-L.jpg,Open Library only,10.0,Leadership Development,False
59,BOOK00060,Applied leadership development,['Al Bolea'],,['Leadership'],2015.0,,,,5.0,1.0,0.0,0.0,,Open Library only,10.0,Leadership Development,False
60,BOOK00061,Full leadership development,['Bruce J. Avolio'],,"['Leadership', 'Fu\x98hrung', 'Leiderschap', 'Organizational behavior']",1999.0,,,,1.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/3740918-L.jpg,Open Library only,10.0,Leadership Development,False
61,BOOK00062,Implementing problem-based learning in leadership development,['Edwin M. Bridges'],,"['Problem solving', 'School administrators', 'School management and organization', 'School principals', 'Study and teaching', 'Training of', 'Étude et enseignement', 'Onderwijsvernieuwing', ""Directeurs d'école"", 'Problemlösen', 'Résolution de problème', 'Administration scolaire', 'Formation', 'Probleemgeoriënteerd onderwijs', 'Schulverwaltung', 'Führungskraft', 'Administrateurs scolaires', 'Onderwijsmanagement']",1995.0,,,,2.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/8141864-L.jpg,Open Library only,10.0,Leadership Development,False
62,BOOK00063,Leadership Development Studies,"['Monika Byrd', 'Susan Edwards']",,"['Leadership', 'Management']",2014.0,,,,1.0,2.0,1.0,0.0,https://covers.openlibrary.org/b/id/10478961-L.jpg,Open Library only,10.0,Leadership Development,False
63,BOOK00064,The making of a leader,['J. Robert Clinton'],,['Christian leadership'],1988.0,,5.0,1.0,2.0,5.0,1.0,3.0,https://covers.openlibrary.org/b/id/688500-L.jpg,Open Library only,5.0,Leader Identity and Practice,False
64,BOOK00065,Accelerating Leadership Development,['Jocelyn Berard'],,"['Leadership', 'Evaluation', 'Organizational effectiveness', 'Executives', 'Training of', 'Executive ability', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",2013.0,,2.0,1.0,4.0,0.0,0.0,1.0,https://covers.openlibrary.org/b/id/9042094-L.jpg,Open Library only,13.0,General Business and Management,False
65,BOOK00066,Innovations in public leadership development,['Terry F. Buss'],,"['Leadership', 'Public administration', 'Political leadership', 'Organizational change', 'Administration publique (Science)', 'Changement organisationnel']",2008.0,,,,8.0,,,,https://covers.openlibrary.org/b/id/8662994-L.jpg,Open Library only,10.0,Leadership Development,False
66,BOOK00067,College Student Leadership Development,['Valerie I. Sessa'],,"['College students', 'Leadership']",2017.0,,,,4.0,1.0,0.0,0.0,,Open Library only,10.0,Leadership Development,False
