book_id,canonical_title,authors,observed_edition_count,earliest_observed_year,latest_observed_year,known_publication_languages_display,known_publication_language_count,multilingual_publication_evidence,observed_publication_countries,observed_publication_country_count,observed_publication_places,observed_publication_place_count,observed_publisher_count,observed_isbn_13_count,observed_format_count,minimum_observed_pages,maximum_observed_pages,known_publication_language_codes,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_physical_formats,known_publication_languages,first_publish_year,earliest_vs_first_difference,year_discrepancy_flag
BOOK00047,Leadership Wisdom from the Monk Who Sold His Ferrari,['Robin S. Sharma'],22,1998,2018,"Spanish, Hebrew, English",3,True,"['is', 'sp']",2,"['Yerushalayim', 'Barcelona']",2,15,17,4,240,288,"['spa', 'heb', 'eng']","['Debolsillo', 'DEBOLSILLO', 'Grijalbo Mondadori Sa', 'Plaza y Janes', 'Keter', 'HarperCollins Canada, Limited', 'HarperCollins Publishers Limited', 'Hay House', 'HarperCollins Publishers Australia', 'HighBridge Audio', 'HarperCollins Publishers', 'Jaico Publishing House', 'Hay House Inc', 'Harpercollins Canada', 'Plaza & Janés Editores']","['8499086152', '0307274292', '8425338441', '9506440565', '8497597648', '1400002699', '9650711279', '1401900135', '1684414288', '0002557223', '8179922316', '1401905463', '0006385621', '8401378052']",14,"['9788499086156', '9780307274298', '9788425338441', '9789506440565', '9788497597647', '9781400002696', '9788184950632', '9781443409025', '9780007549627', '9780007382767', '9781401900137', '9780007348404', '9781684414284', '9780002557221', '9788179922316', '9781401905460', '9780006385622']","['mass market paperback', 'Paperback', 'audio cd', 'Hardcover']","['Spanish', 'Hebrew', 'English']",1998.0,0.0,False
BOOK00048,Monday morning leadership,['David Cottrell'],1,2002,2002,English,1,False,['txu'],1,"['Dallas, Tex']",1,1,0,0,112,112,['eng'],['CornerStone Leadership Institute'],['0971942439'],1,[],[],['English'],2002.0,0.0,False
BOOK00049,Leadership for dummies,['Marshall Loeb'],3,1999,2010,English,1,False,['inu'],1,"['Foster City, CA']",1,2,2,0,358,384,['eng'],"['Wiley & Sons, Incorporated, John', 'IDG Books Worldwide']",['0764551760'],1,"['9781118055786', '9781118053492']",[],['English'],1999.0,0.0,False
BOOK00050,Leadership,['Peter Guy Northouse'],2,2010,2016,English,1,False,['cau'],1,['Thousand Oaks'],1,2,3,0,435,494,['eng'],"['SAGE Publications, Inc', 'Sage Publications']","['1483317536', '1506311164']",2,"['9781483317533', '9781506311166', '9781412974882']",[],['English'],2010.0,0.0,False
BOOK00051,Curriculum leadership,"['Allan A. Glatthorn', 'Floyd Boschee', 'Bruce M. Whitehead']",4,1987,2008,English,1,False,"['cau', 'ilu']",2,"['Thousand Oaks, Calif', 'Thousand Oaks', 'Glenview, Ill']",3,4,2,1,372,488,['eng'],"['Sage Publications, Inc', 'Sage Publications', 'SAGE Publications', 'Scott, Foresman']","['1412904269', '0673182673']",2,"['9781412904261', '9781412967815']",['Hardcover'],['English'],1987.0,0.0,False
BOOK00052,Transformational leadership development,['Bernard M. Bass'],1,1990,1990,English,1,False,['cau'],1,"['Palo Alto, Calif']",1,1,0,0,65,65,['eng'],['Consulting Psychologists Press'],[],0,[],[],['English'],1990.0,0.0,False
BOOK00053,Full range leadership development,['Bruce J. Avolio'],4,2010,2014,English,1,False,['cau'],1,['Thousand Oaks'],1,2,4,0,264,264,['eng'],"['SAGE Publications, Incorporated', 'SAGE Publications']",['1483349101'],1,"['9781483349107', '9781322282541', '9781452206264', '9781412974752']",[],['English'],2010.0,0.0,False
BOOK00054,Leadership Development in Balance,['Bruce J. Avolio'],7,2004,2005,English,1,False,[],0,[],0,2,7,2,176,248,['eng'],"['Taylor & Francis Group', 'Lawrence Erlbaum']","['0805832831', '080583284X']",2,"['9781410611819', '9781135705664', '9781135705640', '9781135705695', '9781135705688', '9780805832839', '9780805832846']","['Hardcover', 'Paperback']",['English'],2004.0,0.0,False
BOOK00055,Full range leadership development,['John J. Sosik'],8,2010,2018,English,1,False,['nyu'],1,['New York'],1,2,9,1,330,424,['eng'],"['Taylor & Francis Group', 'Routledge']",['1138053678'],1,"['9781351682268', '9781315167206', '9781351682282', '9781351682275', '9780203843161', '9781138053649', '9781138053670', '9781848728059', '9781848728066']",['paperback'],['English'],2010.0,0.0,False
BOOK00056,Leadership Development,['Kevin Flinn'],6,2018,2018,English,1,False,[],0,[],0,2,6,1,206,206,['eng'],"['Taylor & Francis Group', 'Routledge']",['1138934038'],1,"['9781317390640', '9781315678269', '9781317390657', '9781317390664', '9781138934023', '9781138934030']",['paperback'],['English'],2018.0,0.0,False
BOOK00057,Leadership development basics,['Karen Lawson'],3,2008,2009,English,1,False,['vau'],1,"['Alexandria, Va']",1,2,2,0,120,120,['eng'],"['American Society for Training & Development', 'ASTD Press']",['1562865358'],1,"['9781607282402', '9781562865351']",[],['English'],2008.0,0.0,False
BOOK00058,Leadership development,['Rosemary Ryan'],8,2008,2009,English,1,False,['ne'],1,"['Amsterdam', 'London']",2,3,8,0,272,288,['eng'],"['Routledge', 'Taylor & Francis Group', 'Butterworth-Heinemann']",['0750681934'],1,"['9781282345096', '9781136388651', '9780080561288', '9781136388705', '9781136388699', '9781136388644', '9781136388675', '9780750681933']",[],['English'],2008.0,0.0,False
BOOK00059,The Center for Creative Leadership handbook of leadership development,"['Cynthia D. McCauley', 'Ellen Van Velsor']",5,2003,2010,English,1,False,['cau'],1,['San Francisco'],1,2,4,1,528,560,['eng'],"['Wiley & Sons, Incorporated, John', 'Jossey-Bass']",['0787965294'],1,"['9780470249451', '9780470570265', '9780470570272', '9780787965297']",['Hardcover'],['English'],2003.0,0.0,False
BOOK00060,Applied leadership development,['Al Bolea'],5,2015,2015,English,1,False,['nyu'],1,['New York'],1,2,7,0,312,312,['eng'],"['Taylor & Francis Group', 'Routledge']",[],0,"['9781315658261', '9781317330516', '9781317330530', '9781317330523', '9781848725836', '9781848725843', '9781315778938']",[],['English'],2015.0,0.0,False
BOOK00061,Full leadership development,['Bruce J. Avolio'],1,1999,1999,English,1,False,['cau'],1,"['Thousand Oaks, Calif']",1,1,0,0,234,234,['eng'],['Sage Publications'],"['0761906029', '0761906037']",2,[],[],['English'],1999.0,0.0,False
BOOK00062,Implementing problem-based learning in leadership development,['Edwin M. Bridges'],2,1995,1995,English,1,False,['oru'],1,"['Eugene, Or', 'Eugene, Ore']",2,1,0,1,194,194,['eng'],"['ERIC Clearinghouse on Educational Management, University of Oregon']",['086552131X'],1,[],['Microform'],['English'],1995.0,0.0,False
BOOK00063,Leadership Development Studies,"['Monika Byrd', 'Susan Edwards']",1,2014,2014,,0,False,[],0,[],0,1,1,1,647,647,[],['Hayden-McNeil Publishing'],['0738066044'],1,['9780738066042'],['paperback'],[],2014.0,0.0,False
BOOK00064,The making of a leader,['J. Robert Clinton'],2,1988,2017,English,1,False,['cou'],1,"['Colorado Springs, Colo']",1,4,1,1,272,272,['eng'],"['Two Words Publishing, LLC', 'Two Words Publishing, LLC and Blackstone Audio', 'NavPress', 'Navpress Publishing Group']","['1538425890', '0891091920']",2,['9781538425893'],['mp3 cd'],['English'],1988.0,0.0,False
BOOK00065,Accelerating Leadership Development,['Jocelyn Berard'],4,2013,2013,English,1,False,[],0,[],0,2,4,1,320,320,['eng'],"['Wiley & Sons, Incorporated, John', 'Jossey-Bass']",['1118464117'],1,"['9781118464724', '9781118464779', '9781118464731', '9781118464113']",['hardcover'],['English'],2013.0,0.0,False
BOOK00066,Innovations in public leadership development,['Terry F. Buss'],8,2008,2014,English,1,False,['nyu'],1,"['Armonk, N.Y']",1,3,7,1,352,372,['eng'],"['Taylor & Francis Group', 'M.E. Sharpe', 'Routledge']",['0765620693'],1,"['9781317467823', '9781315703435', '9781317467847', '9780765624529', '9781317467830', '9780765620705', '9780765620699']",['Hardcover'],['English'],2008.0,0.0,False
BOOK00067,College Student Leadership Development,['Valerie I. Sessa'],4,2017,2017,English,1,False,[],0,[],0,1,4,0,,,['eng'],['Taylor & Francis Group'],[],0,"['9781317378815', '9781315674322', '9781317378822', '9781317378839']",[],['English'],2017.0,0.0,False
BOOK00068,The Center for Creative Leadership handbook of leadership development,['Ellen Van Velsor'],2,2010,2010,English,1,False,['cau'],1,['San Francisco'],1,2,1,0,484,484,['eng'],"['Jossey-Bass, a Wiley Imprint', 'Jossey-Bass']",['0470387394'],1,['9780470387399'],[],['English'],2010.0,0.0,False
BOOK00069,Leadership development program,['Frances A. Karnes'],2,2000,2005,English,1,False,['azu'],1,"['Scottsdale, AZ']",1,2,1,1,81,81,['eng'],"['Great Potential Press, Inc.', 'Great Potential Press']","['0910707693', '0910707332']",2,['9780910707336'],['Paperback'],['English'],2000.0,0.0,False
BOOK00070,Servant Leadership,"['Dirk van Dierendonck', 'K. Patterson']",4,2010,2026,English,1,False,[],0,[],0,2,4,0,237,305,['eng'],"['Palgrave Macmillan', 'Palgrave Macmillan Limited']",[],0,"['9783031699245', '9783031699214', '9780230299184', '9781349315406']",[],['English'],2010.0,0.0,False
BOOK00071,Real time leadership development,['Paul R. Yost'],5,2009,2011,English,1,False,['mau'],1,"['Malden, MA']",1,4,6,0,252,256,['eng'],"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'Wiley-Blackwell', 'Wiley-Interscience']",[],0,"['9781444359442', '9781444359435', '9781444315981', '9781444315998', '9781405186759', '9781405186674']",[],['English'],2009.0,0.0,False
BOOK00072,Leading Small Business,"['Steve Kempster', 'Sue Smith']",4,2015,2020,English,1,False,[],0,[],0,1,4,0,180,180,['eng'],"['Elgar Publishing Limited, Edward']",[],0,"['9781783475506', '9781786432575', '9781783475490', '9781782545361']",[],['English'],2015.0,0.0,False
BOOK00073,Women's Leadership Development,['Gelaye Debebe'],6,2019,2021,English,1,False,[],0,[],0,1,6,0,200,200,['eng'],['Taylor & Francis Group'],[],0,"['9781317418177', '9781315687452', '9781317418191', '9781317418184', '9780367786076', '9781138920019']",[],['English'],2019.0,0.0,False
BOOK00074,Leadership Development,['Manuel London'],4,2001,2002,English,1,False,['nju'],1,"['Mahwah, N.J']",1,3,3,2,272,312,['eng'],"['Taylor & Francis Group', 'Lawrence Erlbaum', 'Lawrence Erlbaum Associates']","['0805838511', '080583852X']",2,"['9781410604514', '9780805838510', '9780805838527']","['Hardcover', 'Paperback']",['English'],2001.0,0.0,False
BOOK00075,Accelerated Leadership Development,['Ines Wichert'],2,2018,2018,English,1,False,[],0,[],0,2,2,1,248,248,['eng'],"['Kogan Page, Limited', 'Kogan Page']",['0749483059'],1,"['9780749483067', '9780749483050']",['paperback'],['English'],2018.0,0.0,False
BOOK00076,Business Leadership Development in China,"['Shuang Ren', 'Robert Wood', 'Ying Zhu']",7,2015,2018,English,1,False,[],0,[],0,2,7,1,178,197,['eng'],"['Taylor & Francis Group', 'Routledge']",['0415747198'],1,"['9781336196513', '9781317752769', '9781315797182', '9781317752776', '9781317752783', '9780815364238', '9780415747196']",['hardcover'],['English'],2015.0,0.0,False
BOOK00077,Leadership for a Better World,"['Susan R. Komives', 'Wendy Wagner']",6,2012,2016,English,1,False,[],0,[],0,3,6,0,336,496,['eng'],"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'Jossey-Bass']",[],0,"['9781118454718', '9781119207597', '9781119207603', '9781119207610', '9781118454732', '9781118454688']",[],['English'],2012.0,0.0,False
BOOK00078,Future of Leadership Development,"['Susan Elaine Murphy', 'Ronald E. Riggio']",6,2003,2012,English,1,False,[],0,[],0,1,6,0,306,306,['eng'],['Taylor & Francis Group'],[],0,"['9781410608895', '9781135630096', '9781135630041', '9781135630065', '9781135630089', '9780415654487']",[],['English'],2003.0,0.0,False
BOOK00079,Curriculum Leadership Development,['Carol A. Mullen'],6,2012,2017,English,1,False,[],0,[],0,2,6,0,296,296,['eng'],"['Routledge', 'Taylor & Francis Group']",[],0,"['9781283846189', '9781138466104', '9781136503511', '9781136503658', '9781136503580', '9780203063095']",[],['English'],2012.0,0.0,False
BOOK00080,The handbook for student leadership development,['Susan R. Komives'],1,2011,2011,English,1,False,['cau'],1,['San Francisco'],1,1,1,0,416,416,['eng'],['Jossey-Bass'],['047053107X'],1,['9780470531075'],[],['English'],2011.0,0.0,False
BOOK00081,Leadership Development,['Manuel London'],5,2001,2001,English,1,False,[],0,[],0,1,5,0,312,312,['eng'],['Taylor & Francis Group'],[],0,"['9780585394190', '9781135647841', '9781135647827', '9781135647872', '9781135647865']",[],['English'],2001.0,0.0,False
BOOK00082,Servant Leadership Development,['Janine Williams'],1,2021,2021,English,1,False,[],0,[],0,1,1,0,,,['eng'],['Independently Published'],[],0,['9798758751435'],[],['English'],2021.0,0.0,False
BOOK00083,Full range leadership development,['Bruce J. Avolio'],1,2011,2011,English,1,False,['cau'],1,['Thousand Oaks'],1,1,1,0,,,['eng'],['SAGE Publications'],[],0,['9781412974752'],[],['English'],2011.0,0.0,False
BOOK00084,The Art of Christian Leadership,['Jon Byler'],3,2009,2016,,0,False,[],0,[],0,3,3,1,348,348,[],"['Global Disciples', 'Leadersserve', 'LeadersServe']","['0976204835', '0977008525', '097700855X']",3,"['9780976204831', '9780977008520', '9780977008551']",['paperback'],[],2009.0,0.0,False
BOOK00085,Community Leadership Development,['Mark A. Brennan'],5,2014,2015,English,1,False,[],0,[],0,1,5,0,192,192,['eng'],['Taylor & Francis Group'],[],0,"['9781317980773', '9781317980780', '9781317980766', '9781315873114', '9781138945098']",[],['English'],2014.0,0.0,False
BOOK00086,Ethical leadership,"['Stephen Connock', 'Ted Johns']",1,1995,1995,,0,False,[],0,[],0,1,1,1,160,160,[],['Chartered Institute of Personnel & Development'],['0852925611'],1,['9780852925614'],['Paperback'],[],1995.0,0.0,False
BOOK00087,Leadership development,['Lee Barr'],1,1994,1994,English,1,False,['txu'],1,"['Austin, Tex']",1,1,0,0,480,480,['eng'],['Eakin Press'],['0890159459'],1,[],[],['English'],1994.0,0.0,False
BOOK00088,Phi Theta Kappa leadership development program,['Carlene S. Feldman'],2,1996,1996,English,1,False,['msu'],1,"['Jackson, Miss']",1,1,0,0,76,76,['eng'],['Phi Theta Kappa International Honor Society'],[],0,[],[],['English'],1996.0,0.0,False
BOOK00089,Best practices in leadership development and organization change,"['Louis Carter', 'David Ulrich', 'Marshall Goldsmith']",5,2004,2012,English,1,False,['cau'],1,['San Francisco'],1,3,4,0,475,512,['eng'],"['Wiley & Sons, Incorporated, John', 'Center for Creative Leadership', 'Pfeiffer']",['0787976253'],1,"['9781280273834', '9780470335130', '9781118429495', '9780787977337']",[],['English'],2004.0,0.0,False
BOOK00090,Collaborative leadership,['Hank Rubin'],5,2002,2009,English,1,False,['cau'],1,"['Thousand Oaks, Calif']",1,4,3,2,111,136,['eng'],"['Corwin Press', 'Corwin', 'American Association of School Administrators', 'Institute for Collaborative Leadership']","['0761978917', '0761978925']",2,"['9781412965446', '9780761978916', '9780761978923']","['Hardcover', 'Paperback']",['English'],2002.0,0.0,False
BOOK00091,Transnational leadership development,['Beth Fisher-Yoshida'],4,2009,2012,English,1,False,['nyu'],1,['New York'],1,2,4,0,10,224,['eng'],"['AMACOM', 'American Management Association']",[],0,"['9780814432594', '9780814432600', '9780814410431', '9780814410394']",[],['English'],2009.0,0.0,False
BOOK00092,Distributed School Leadership,['Alma Harris'],3,2008,2008,English,1,False,['enk'],1,"['London : New York, NY']",1,1,2,2,160,160,['eng'],['Routledge'],"['0415419581', '0415419573']",2,"['9780415419581', '9780415419574']","['Paperback', 'Hardcover']",['English'],2008.0,0.0,False
BOOK00093,Leadership Development,['Ideal Curtis'],3,2011,2011,English,1,False,[],0,[],0,1,3,0,,,['eng'],['Upper Room Books'],[],0,"['9780835811392', '9780835810678', '9780835811408']",[],['English'],2011.0,0.0,False
BOOK00094,Management and leadership development,"['Christopher Mabey', 'Tim Finch Lees']",3,2007,2009,English,1,False,[],0,[],0,3,3,1,280,280,['eng'],"['SAGE Publications, Incorporated', 'SAGE Publications, Limited', 'Sage Publications Ltd']",['1412929016'],1,"['9781282055926', '9781849203555', '9781412929011']",['Hardcover'],['English'],2007.0,0.0,False
BOOK00095,The Pfeiffer book of successful leadership development tools,['Jack Gordon'],3,2007,2007,English,1,False,['cau'],1,"['San Francisco, CA']",1,2,1,1,435,464,['eng'],"['Pfeiffer', 'Wiley-Interscience']",['0470181818'],1,['9780470181812'],['Paperback'],['English'],2007.0,0.0,False
BOOK00096,Leadership development,['Abdullahi Sheikh Ali'],1,1980,1980,English,1,False,['xx'],1,['Muqdisho'],1,1,0,0,10,10,['eng'],['Somali Institute of Development Administration & Management'],[],0,[],[],['English'],1980.0,0.0,False
BOOK00097,Foundations of Educational Leadership,['Jeffrey S. Brooks'],6,2017,2017,English,1,False,[],0,[],0,2,6,1,202,212,['eng'],"['Taylor & Francis Group', 'Routledge']",['0415709350'],1,"['9781315885599', '9781134629114', '9781134629046', '9781134628971', '9780415709347', '9780415709354']",['paperback'],['English'],2017.0,0.0,False
BOOK00098,Strategic leadership development,['Jeff Stouffer'],1,2007,2007,English,1,False,['mbc'],1,['Winnipeg'],1,1,2,0,194,194,['eng'],['Canadian Defence Academy Press'],"['0662465695', '0662465709']",2,"['9780662465690', '9780662465706']",[],['English'],2007.0,0.0,False
BOOK00099,Executive Leadership,['Albert Ellis'],3,1972,1979,English,1,False,['nju'],1,"['Secaucus, N.J']",1,3,2,1,190,190,['eng'],"['Citadel Press', 'Pfeiffer & Co', 'Albert Ellis Institute']","['0806502843', '9991575561', '0917476115']",3,"['9789991575568', '9780917476112']",['Paperback'],['English'],1972.0,0.0,False
BOOK00100,Executive leadership,"['Elliott Jaques', 'Stephen D. Clement']",5,1991,2004,English,1,False,"['vau', 'xxu', 'enk']",3,"['Arlington, Va', 'Cambridge, Mass', 'Oxford', 'Arlington, VA']",4,5,1,1,240,316,['eng'],"['Blackwell Publishers', 'Cason Hall', 'Blackwell Business', 'Casan Hall', 'Cason Hall/Blackwellk']","['1557862575', '0962107018', '0631193138']",3,['9781557862570'],['Hardcover'],['English'],1991.0,0.0,False
BOOK00101,Executive leadership,['Chris Argyris'],6,1953,1967,English,1,False,"['xxu', 'xx', 'ctu', 'xxk']",4,"['Hamden, Conn', '[Hamden, Conn.]', 'New York', 'London']",4,4,0,0,139,139,['eng'],"['Archon Books', 'Harper & Row', 'Harper', 'Harper and Row']",[],0,[],[],['English'],1953.0,0.0,False
BOOK00102,Executive Leadership,['Joseph Olmstead'],6,2010,2010,English,1,False,['nyu'],1,['San Diego'],1,2,6,1,340,340,['eng'],"['Taylor & Francis Group', 'Elsevier Science']",[],0,"['9781136404337', '9781136404382', '9781136404375', '9781136404320', '9781136404351', '9780080573830']",['eBook'],['English'],2010.0,0.0,False
BOOK00103,Executive leadership,['Bureau of Business Practice.'],1,1940,1940,English,1,False,['nyu'],1,['New York'],1,1,0,0,15,15,['eng'],['Bureau of business practice'],[],0,[],[],['English'],1940.0,0.0,False
BOOK00104,Effective Executive,"['Peter F. Drucker', 'Joseph A. Maciariello', 'Jim Collins', 'Tim Andres Pabon', 'Zachary First']",43,1967,2018,"English, Chinese",2,True,"['enk', 'cc', 'xxk', 'nyu', 'hk']",5,"['London', 'New York', 'Beijing', 'Xianggang', 'New York, NY']",5,25,25,8,148,35167,"['eng', 'chi']","['Audio Partners', 'Harper & Row', 'Routledge', 'HARPER & ROW', 'Vahlen GmbH', 'Taylor & Francis Group', 'HarperCollins Publishers', 'Harpercollins Publisher', 'HARPER COLLINS PUBLISHERS', 'Butterworth-Heinemann', 'HarperAudio', 'HarperCollins Publishers and Blackstone Audio', 'HarperBusiness', 'HarperBusiness, an imprint of HarperCollinsPublishers', 'Ji xie gong ye chu ban she', 'Heinemann', 'Heinemann Professional', 'HEINEMANN PROFESSIONAL', 'HarperBusiness Essentials', 'Jin ri shi jie she', 'Pan', 'HarperCollins', 'CollinsBusiness', 'Collins', 'HarperCollins Publishers Ltd']","['0886902355', '006239987X', '0750643900', '1470854627', '1470854619', '0062574345', '0750685077', '7111280717', '0434903930', '0060516070', '075060834X', '0330025074', '0887306128', '006091209X', '0060832622', '0060833459']",16,"['9780886902353', '9781136017490', '9780080549354', '9783800646722', '9781136017544', '9780062574350', '9780061185731', '9780060318253', '9780066620190', '9780062399878', '9781138470101', '9781136017537', '9780750643900', '9781470854621', '9780061983740', '9781470854614', '9780062574343', '9780750685078', '9787111280712', '9780060537685', '9780060769017', '9780060832629', '9780060833459', '9780060516079', '9780060912093']","['Audio Cassette', 'unknown binding', 'Paperback', 'audio cd', 'hardcover', 'Zhuan zhu.', 'Electronic resource', 'Leather bound']","['English', 'Chinese']",1967.0,0.0,False
