book_id,canonical_title,source_group,core_text_boundary,enriched_text_boundary,core_active_features_final,enriched_active_features_final,core_zero_vector_final,enriched_zero_vector_final
BOOK00711,Developing business strategies,Open Library only,developing business strategies zzfieldboundaryzz david a aaker,developing business strategies zzfieldboundaryzz david a aaker zzfieldboundaryzz strategic planning marketing management planification stratégique strategisch management marketing management corporate planning business planning industrial management zzfieldboundaryzz using vivid case studies developing business strategies helps you to move beyond reactive problem solving toward the development and realization of sound strategic objectives for your company providing both the framework and the tools necessary to make strategy development and strategy review efforts effective this book shows you how to conduct a structured external and internal analysis of a business with confidence develop sustainable competitive advantages by creating assets competencies and strategies make strategic investment decisions to generate growth organize to support strategies and compete strategically in hostile growth and global contexts,8,76,False,False
BOOK00712,Business strategy,Open Library only,business strategy zzfieldboundaryzz john grieve smith,business strategy zzfieldboundaryzz john grieve smith zzfieldboundaryzz business planning management strategic planning corporate planning business,5,16,False,False
BOOK00713,International business strategy,Open Library only,international business strategy zzfieldboundaryzz alain verbeke,international business strategy zzfieldboundaryzz alain verbeke zzfieldboundaryzz business nonfiction international business enterprises management case studies strategic planning international business strategisches management internationales management business strategy strategische planung multinationales unternehmen strategische unternehmensführung multinational companies industrial management industrial management case studies business economics international general zzfieldboundaryzz how can you best extend your knowledge of how multinational enterprises mnes function what does globalization mean for today's managers how do students turn the message from academic literature into effective business strategies within an mne this practical textbook shows how the key concepts from business strategy literature can be applied to multinational enterprise mba and masters students will gain the practical knowledge and skills needed to succeed as effective managers in multinational companies through a critical study of mainstream strategy models and the analysis of forty-five key journal articles more than twenty cfuhalf-length' case studies from leading firms including honda ikea and danone show globalization in practice at the firm level the book also identifies seven central themes from the literature for successful global strategies and unifies them into a clear framework that can be applied to real businesses worldwide,8,107,False,False
BOOK00714,Your Next Five Moves,Open Library only,your next five moves,your next five moves,1,1,False,False
BOOK00715,Corporate identity,Open Library only,corporate identity zzfieldboundaryzz wally olins,corporate identity zzfieldboundaryzz wally olins zzfieldboundaryzz industrial design coordination organizational behavior corporate image corporations industrial design entreprises image marques de commerce communication visuelle art publicitaire logotypes,2,17,False,False
BOOK00716,Creating valuable business strategies,Open Library only,creating valuable business strategies zzfieldboundaryzz shiv sahai mathur shiv s mathur alfred kenyon,creating valuable business strategies zzfieldboundaryzz shiv sahai mathur shiv s mathur alfred kenyon zzfieldboundaryzz business planning strategic planning management management techniques business economics business economics finance business economics management - general business investing business economics management success in business planification stratégique business economics strategic planning,5,35,False,False
BOOK00717,7 Powers,Open Library only,7 powers zzfieldboundaryzz hamilton helmer,7 powers zzfieldboundaryzz hamilton helmer,1,2,False,False
BOOK00718,International Business Strategy,Open Library only,international business strategy zzfieldboundaryzz alain verbeke,international business strategy zzfieldboundaryzz alain verbeke zzfieldboundaryzz international business enterprises industrial management strategic planning,8,17,False,False
BOOK00719,Aligning human resources and business strategy,Open Library only,aligning human resources and business strategy zzfieldboundaryzz linda holbeche,aligning human resources and business strategy zzfieldboundaryzz linda holbeche zzfieldboundaryzz manpower planning human capital organizational learning organizational change personnel management strategic planning business planning organizational innovation personnel management main-d'œuvre planification planification stratégique changement organisationnel apprentissage organisationnel personnel direction business economics general business economics human resources personnel management,9,49,False,False
BOOK00720,Business strategy,Open Library only,business strategy zzfieldboundaryzz jeremy kourdi,business strategy zzfieldboundaryzz jeremy kourdi zzfieldboundaryzz business planning strategic planning decision making,6,14,False,False
BOOK00721,Acting as a business,Open Library only,acting as a business zzfieldboundaryzz brian o'neil,acting as a business zzfieldboundaryzz brian o'neil zzfieldboundaryzz acting vocational guidance acting vocational guidance,2,6,False,False
