wikidata_id,wikidata_label,wikidata_description,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,external_id_claims
Q112554706,Karen Sobel Lojeski,,['Q5'],[],[],['+1960-00-00T00:00:00Z'],"['Q1572123', 'Q2462658', 'Q1622272', 'Q81096']","{'P691': ['ntk20211106958'], 'P214': ['68716208'], 'P1207': ['n2008058299'], 'P269': ['227613287'], 'P8189': ['987009347820005171'], 'P13591': ['person/ceec353c-51c7-4b34-95bc-e1ce9e9cc249'], 'P13906': ['1708699']}"
Q112443481,Miltiadis D. Lytras,,['Q5'],[],[],['+1973-00-00T00:00:00Z'],['Q121594'],"{'P691': ['mub2011660905'], 'P214': ['2982165628888442480009']}"
Q7704060,Terry Anderson,English association footballer (1944-1980),['Q5'],['Q145'],['Q646225'],['+1944-03-11T00:00:00Z'],['Q937857'],"{'P646': ['/m/0h370n'], 'P3368': ['1843077'], 'P5421': ['85682'], 'P3537': ['336120'], 'P12606': ['366'], 'P2446': ['626275'], 'P13662': ['Players/A/Anderson.Terry']}"
Q111511944,Terry Anderson,,['Q5'],[],[],[],[],{'P373': ['Terry Anderson (cartoonist)']}
Q100720908,Terry Anderson,college basketball player (2008–2008) Northern Colorado,['Q5'],[],[],['+1986-02-24T00:00:00Z'],['Q3665646'],"{'P3696': ['terry-anderson-1'], 'P3957': ['13669'], 'P3527': ['115197']}"
Q112436082,Terry Anderson,,['Q5'],[],[],['+1950-00-00T00:00:00Z'],['Q121594'],"{'P691': ['mub2011620094'], 'P214': ['64240747'], 'P213': ['0000000122809909'], 'P244': ['n99050158'], 'P1207': ['n2008145428'], 'P1280': ['10465123'], 'P268': ['14522589f'], 'P269': ['07695451X'], 'P8189': ['987007451095505171'], 'P227': ['173678041'], 'P950': ['XX1751798'], 'P3987': ['451766'], 'P13049': ['173678041'], 'P13591': ['person/fa92a48d-3585-44e7-b791-02a4f845303b'], 'P9984': ['981058521466506706']}"
Q7704058,Terry Anderson,Wikimedia disambiguation page,['Q22808320'],[],[],[],[],{'P373': ['Terry Anderson']}
Q1455806,Joan Hernández Pijuan,Spanish painter (1931-2005),['Q5'],['Q29'],['Q1492'],['+1931-02-15T00:00:00Z'],"['Q1028181', 'Q1622272', 'Q11569986', 'Q1925963']","{'P244': ['n79084884'], 'P214': ['114935494', '14778775'], 'P227': ['119188651'], 'P268': ['14968707s'], 'P245': ['500014460'], 'P648': ['OL4804190A'], 'P950': ['XX998324', 'XX5663843'], 'P2174': ['2613'], 'P2843': ['B00141917'], 'P650': ['63540'], 'P3453': ['I-001921584-8'], 'P3361': ['VE-00157'], 'P4177': ['4E837798-7F06-4B1F-85FE-726D42C8ACD2'], 'P4459': ['11799/joan-hernandez-pijuan'], 'P1280': ['231175523'], 'P3065': ['A003366522'], 'P271': ['DA09867415'], 'P1607': ['315831'], 'P856': ['http://hernandezpijuan.org/'], 'P4927': ['0ns46ge1i7'], 'P1988': ['19509_artiste_PIJUAN_Joan_Hernandjez'], 'P213': ['0000000114803136'], 'P2163': ['40136'], 'P2042': ['joan-hernandez-pijuan'], 'P5489': ['27035'], 'P269': ['027646890'], 'P3782': ['joan-hernández-pijuan'], 'P3544': ['40485'], 'P4439': ['hernandez-pijuan-joan'], 'P6002': ['joan-hernandez-pijuan'], 'P6844': ['66551'], 'P1296': ['0032507'], 'P4663': ['334fb48e-78cf-e211-87ed-000c29e811b2'], 'P3901': ['joan-hernandez-pijuan-21910', 'hernandez-pijuan-502780'], 'P535': ['12811750'], 'P1580': ['a1310411'], 'P7902': ['119188651'], 'P8750': ['323970'], 'P4432': ['00716131'], 'P8851': ['37615975'], 'P2671': ['/g/121_jlq_'], 'P9049': ['f4ffc0e60b7c7e4d31dea212cbf797ae'], 'P7444': ['90368'], 'P9984': ['981058512658306706'], 'P7848': ['991005680819707141'], 'P10069': ['47925'], 'P10242': ['02772/eu_h_1601/h1601'], 'P396': ['TO0V395044', 'LO1V341803'], 'P10553': ['079985742'], 'P11496': ['1140845216695386624'], 'P11686': ['981058512658306706'], 'P10706': ['011472'], 'P12385': ['joan-hernandez-i-pijuan'], 'P7545': ['11123445'], 'P10832': ['E39PCjJ9kd6Ym8CDRmTBQxWDD3'], 'P10419': ['1030009'], 'P13049': ['119188651'], 'P9964': ['119188651'], 'P13371': ['biografias/21470'], 'P13591': ['person/b645b5b8-cbd3-45ca-a459-8c99abbd133e'], 'P9226': ['hernandez-pijuan-joan-1931-2005'], 'P13613': ['134389'], 'P8189': ['987014797009705171']}"
Q11927743,Joan Hernàndez i Baiges,Spanish composer (1911-1988),['Q5'],['Q29'],['Q926784'],['+1911-04-19T00:00:00Z'],['Q36834'],"{'P214': ['87199606'], 'P950': ['XX1460175'], 'P2671': ['/g/12391qgd'], 'P11203': ['473'], 'P10832': ['E39PBJt8hkjmGjmcXHr3p6ptrq']}"
Q20099358,Joan Hernàndez,Wikimedia disambiguation page,['Q22808320'],[],[],[],[],{}
Q17300950,Joan Hernández Mora,Spanish historian,['Q5'],['Q29'],['Q49550'],['+1902-00-00T00:00:00Z'],"['Q201788', 'Q1930187']","{'P1296': ['0032506'], 'P213': ['0000000116103459'], 'P244': ['n83063683'], 'P214': ['25977362'], 'P950': ['XX819482'], 'P1580': ['a1232602'], 'P2671': ['/g/121bvrkz'], 'P269': ['242525547'], 'P227': ['1201318939'], 'P9984': ['981058508664706706'], 'P11686': ['981058508664706706'], 'P12385': ['joan-hernandez-i-mora'], 'P10832': ['E39PBJyGT4fGr8yTYmqpmF8cT3'], 'P13591': ['person/741c939f-76ca-4286-808c-01586a442f8a']}"
Q20003460,Joan Casellas,Catalan plastic artist and documentary photographer,['Q5'],['Q29'],['Q12028'],"['+1960-05-24T00:00:00Z', '+1960-00-00T00:00:00Z']",['Q483501'],"{'P950': ['XX1238947'], 'P213': ['000000005934487X'], 'P214': ['12550746'], 'P2163': ['427080'], 'P244': ['nr98041927'], 'P1580': ['a1333754'], 'P1296': ['0517230'], 'P2671': ['/g/11b5m7bm8l'], 'P10069': ['119233'], 'P227': ['174335474'], 'P9984': ['981058508972906706'], 'P11686': ['981058508972906706'], 'P12385': ['joan-casellas'], 'P10832': ['E39PBJbM7pdjmcYCrk93mbkFKd']}"
Q16262001,Harold Kerzner,"American engineer, management consultant",['Q5'],['Q30'],[],['+1940-01-01T00:00:00Z'],"['Q81096', 'Q1622272', 'Q832136']","{'P214': ['64293189'], 'P227': ['124166229'], 'P213': ['0000000109096094'], 'P1006': ['068612524'], 'P3987': ['248153'], 'P269': ['061564842'], 'P268': ['150581065'], 'P1280': ['10259043'], 'P691': ['vse2006360714'], 'P244': ['n79011034'], 'P5034': ['KAC200501265'], 'P1207': ['n99035119'], 'P646': ['/m/05w3t0c'], 'P7293': ['9810582744205606'], 'P8189': ['987007457190105171'], 'P11182': ['189250'], 'P10832': ['E39PBJj4y33MPT44GPxV9Xg7pP'], 'P1368': ['000263404'], 'P13049': ['124166229'], 'P13591': ['person/f23818d9-dd1c-4ec2-b53e-cc5dc17c8a2b']}"
Q610716,Mary Kay Ash,entrepreneure (1918–2001),['Q5'],['Q30'],['Q36379'],['+1918-05-12T00:00:00Z'],"['Q43845', 'Q131524']","{'P214': ['40151776794718012026'], 'P213': ['0000000114907031'], 'P646': ['/m/02crtt'], 'P1006': ['073385441'], 'P1263': ['369/000134964'], 'P2163': ['74133'], 'P244': ['n81064466'], 'P3430': ['w6wm62r2'], 'P1417': ['biography/Mary-Kay-Ash'], 'P349': ['00462501'], 'P4823': ['1002284'], 'P691': ['xx0059297'], 'P373': ['Mary Kay Ash'], 'P5034': ['KAC199601032'], 'P7578': ['mary-kay-ash'], 'P535': ['6078117'], 'P8849': ['7099493'], 'P5617': ['mary-kay-ash-3375'], 'P409': ['36093549'], 'P1315': ['1211154'], 'P7293': ['9810596571005606'], 'P3368': ['1453381'], 'P2600': ['6000000029340719476'], 'P8189': ['987007327970905171'], 'P227': ['122512560X'], 'P271': ['DA08244869'], 'P11496': ['1140282266831167872'], 'P2949': ['Wagner-17558'], 'P12354': ['mary_kay_ash'], 'P13049': ['122512560X'], 'P13591': ['person/0e3899a3-59c0-454b-af75-e78513ce6f2a'], 'P10400': ['10117'], 'P13772': ['mary-kay-ash']}"
Q97583345,"Taylor, Stephen Taswell","entry in Alumni Oxonienses: the Members of the University of Oxford, 1715-1886",['Q19389637'],[],[],[],[],{}
Q108773872,"Taylor, Stephen James",entry in Men-at-the-Bar,['Q19389637'],[],[],[],[],{'P304': ['460']}
Q118108991,Anna Sutton,occupational psychologist in New Zealand,['Q5'],[],[],[],"['Q212980', 'Q108330379']","{'P496': ['0000-0001-8997-2460'], 'P6634': ['drannasutton'], 'P227': ['1159919542'], 'P13049': ['1159919542'], 'P214': ['7294152744543727850000']}"
Q76185562,Anna Houson,(died 1846),['Q5'],[],[],[],[],{'P4638': ['p58949.htm#i589482']}
Q140825617,Anna Sutton,epidemiologist at University of Washington,['Q5'],[],[],[],[],"{'P496': ['0000-0002-6165-6607'], 'P10283': ['A5031425194']}"
Q112429200,Mick Marchington,,['Q5'],[],[],['+1949-00-00T00:00:00Z'],['Q121594'],"{'P691': ['jo2010581821'], 'P214': ['261653961'], 'P244': ['n80072933'], 'P213': ['0000000081024661'], 'P268': ['135200047'], 'P269': ['050222740'], 'P1207': ['n2011064188'], 'P2163': ['1444802'], 'P8189': ['987007444511505171'], 'P227': ['170425037'], 'P11182': ['87787'], 'P1368': ['000057386'], 'P13591': ['person/8f4ae594-5649-42f7-a0d6-34b523d7d292']}"
Q124635735,Donald C. Mosley,,['Q5'],[],[],['+1932-01-01T00:00:00Z'],['Q1622272'],"{'P691': ['vse20231205038'], 'P214': ['164796894'], 'P5739': ['55290'], 'P1207': ['n97011250'], 'P12458': ['42218']}"
Q93253605,Leon C. Megginson,American business academic,['Q5'],[],[],['+1921-00-00T00:00:00Z'],['Q1622272'],"{'P213': ['0000000115638662'], 'P214': ['28314674'], 'P5739': ['52576'], 'P1207': ['n97011246'], 'P3987': ['251535'], 'P535': ['48830165'], 'P18': ['Leon Megginson in 1947.jpg'], 'P3368': ['815639'], 'P269': ['112185827'], 'P8189': ['987007440283105171'], 'P244': ['n50013674'], 'P227': ['170191524'], 'P11182': ['38012'], 'P691': ['vse20231205033'], 'P12458': ['12905'], 'P646': ['/m/05vpz7q'], 'P1368': ['000136582'], 'P13591': ['person/eda06eb1-ff86-4b15-9640-984daf8b5038']}"
Q1274635,John Purcell,American jazz saxophonist,['Q5'],['Q30'],['Q60'],['+1952-05-08T00:00:00Z'],"['Q15981151', 'Q12800682', 'Q639669']","{'P214': ['301148433'], 'P213': ['000000007142600X'], 'P244': ['no2004108451'], 'P227': ['134489756'], 'P3987': ['106698'], 'P268': ['14000572z'], 'P269': ['156657937'], 'P434': ['7e852e65-6c20-4aa4-ab49-d66da5a4bda8'], 'P1953': ['257694'], 'P7704': ['agent/base/21031'], 'P1728': ['mn0000233179'], 'P8301': ['18196'], 'P646': ['/m/043s9hz'], 'P7293': ['9810668152305606'], 'P3265': ['johnpurcell'], 'P5882': ['M00000306746'], 'P12582': ['20110803100355670'], 'P10832': ['E39PBJkHpm686M7k8hvJbPyfMP'], 'P13591': ['person/8d842312-9b74-466f-8d77-f98e8d969325'], 'P7902': ['134489756']}"
Q115904093,John Purcell,,['Q5'],[],[],[],['Q859528'],{'P3699': ['5515']}
Q6253553,John Purcell,"Irish soldier in the British Army, recipient of the Victoria Cross",['Q5'],[],['Q169923'],['+1814-00-00T00:00:00Z'],['Q47064'],"{'P535': ['11756596'], 'P646': ['/m/039l6g'], 'P3368': ['2234999']}"
Q131732834,John Purcell,1 Jan 1744 - 9 Nov 1806,['Q5'],[],[],[],[],{'P1819': ['I00778832']}
Q112421994,John Purcell,,['Q5'],[],[],['+1957-00-00T00:00:00Z'],[],"{'P691': ['utb2009525593'], 'P214': ['265729909'], 'P227': ['1146993994'], 'P8189': ['987007461286205171'], 'P213': ['0000000382495061'], 'P1368': ['000236767'], 'P13591': ['person/d71cc8ba-dc70-4234-97dd-b07d00fdb61e'], 'P9322': ['0401043-Purcell-John-1957']}"
Q23795888,Jason Fried,software entrepreneur,['Q5'],[],[],['+1974-00-00T00:00:00Z'],"['Q36180', 'Q131524']","{'P2002': ['jasonfried'], 'P2611': ['jason_fried'], 'P2671': ['/g/11cs1t9lhw'], 'P3417': ['Jason-Fried'], 'P3762': ['302917'], 'P214': ['120888778'], 'P1580': ['a1348634'], 'P7293': ['9810684968705606'], 'P5034': ['KAC201104055'], 'P213': ['0000000107751753'], 'P268': ['16251734v'], 'P269': ['149097530'], 'P8189': ['987007462566905171'], 'P11249': ['14431891'], 'P9984': ['981058518799906706'], 'P11686': ['981058518799906706'], 'P3630': ['114796'], 'P9743': ['107Zzpv8Kn'], 'P3388': ['169390'], 'P9802': ['99247'], 'P856': ['https://basecamp.com/about'], 'P691': ['hka2010609202'], 'P2963': ['60619'], 'P648': ['OL2804440A'], 'P10387': ['22660'], 'P10400': ['27680'], 'P9322': ['0294341-Fried-Jason']}"
Q936338,Jason Friedberg,"American screenwriter and film director, primarily in joint work with Aaron Seltzer",['Q5'],['Q30'],['Q25395'],['+1970-01-16T00:00:00Z'],"['Q28389', 'Q3282637', 'Q2526255', 'Q36180', 'Q644687', 'Q3455803']","{'P214': ['59290799'], 'P345': ['nm0294997'], 'P244': ['no2007040422'], 'P227': ['140685103'], 'P213': ['0000000059448417'], 'P646': ['/m/0fd0j_'], 'P1006': ['316031275'], 'P1266': ['69866'], 'P2019': ['p204533'], 'P2168': ['224977'], 'P2387': ['168641'], 'P2626': ['112957'], 'P2605': ['25813'], 'P2435': ['132480'], 'P2604': ['49209'], 'P2519': ['6318'], 'P3430': ['w6cc48xz'], 'P5534': ['35694'], 'P950': ['XX1784697'], 'P268': ['140991152'], 'P2688': ['jasonfriedberg'], 'P5034': ['KAC201229683'], 'P5033': ['73958'], 'P7293': ['9810683731805606'], 'P8971': ['100506'], 'P4985': ['35694'], 'P1280': ['112932195'], 'P9463': ['35694'], 'P10302': ['dzheyson-fridberg'], 'P11683': ['dzhejson-fridberg'], 'P12098': ['218900'], 'P7286': ['7f97813f-5d92-4ef6-8fb0-f57a5cf406a4'], 'P3204': ['105343'], 'P11386': ['jason-friedberg'], 'P10832': ['E39PBJf4hqxWwmcFFMwfRxkJjC'], 'P12153': ['736792178'], 'P9662': ['40387'], 'P12854': ['5d776831103a2d001f566ae1'], 'P14750': ['B550-4CC4-1A04-BDCA-0400']}"
Q48257524,Jason Friedman,researcher,['Q5'],[],[],[],['Q1650915'],"{'P496': ['0000-0001-8845-5082'], 'P1053': ['B-4690-2008'], 'P1153': ['9337239400'], 'P3829': ['250151'], 'P8189': ['987007411858205171'], 'P214': ['387157523357727031444'], 'P2456': ['127/8340']}"
Q117457265,Jason Friedman,"Managing Director, J.M.Friedman&Co.",['Q5'],[],[],[],[],"{'P973': ['https://hoftel-conferences.com/seahis2019/delegates/jason-friedman'], 'P6424': ['J.M.Friedman&Co.']}"
Q15410499,Jason Friedberg and Aaron Seltzer,American and Canadian screenwriter and filmmaker duo,"['Q16684349', 'Q109288825']",[],[],[],[],"{'P6839': ['Creator/SeltzerAndFriedberg'], 'P2671': ['/g/121_4lhx'], 'P1617': ['3b1e1425-efcf-43c2-8337-743507d62082']}"
Q112392394,Everett E. Adam,,['Q5'],[],[],['+1941-00-00T00:00:00Z'],['Q188094'],"{'P691': ['vse2005290837'], 'P214': ['85273521'], 'P213': ['0000000117730227'], 'P1207': ['n93117610'], 'P244': ['n81028145'], 'P268': ['12371097v'], 'P269': ['080601715'], 'P8189': ['987007454817005171'], 'P227': ['128828935'], 'P11182': ['8792'], 'P1368': ['000116075'], 'P13591': ['person/30cdde20-88d4-4fb8-b869-ec07d34589f8']}"
Q16902252,Richard B. Chase,American academic,['Q5'],[],[],['+1939-01-01T00:00:00Z'],['Q832136'],"{'P227': ['172018870'], 'P213': ['0000000117730542'], 'P244': ['n80060501'], 'P5034': ['KAC200504421'], 'P214': ['85307130'], 'P1006': ['070649316'], 'P1207': ['n95002063'], 'P646': ['/m/05vt826'], 'P7293': ['9810608668405606'], 'P3987': ['327015'], 'P691': ['vse2009498832'], 'P8189': ['987007273057705171'], 'P269': ['060739843'], 'P11182': ['2753'], 'P10832': ['E39PBJjMyFGwvfJ9r4bWdt7GpP'], 'P1368': ['000033317'], 'P13591': ['person/2f19ea2c-e252-467f-bb5a-3be1506f30c3'], 'P13906': ['42713'], 'P13951': ['472680']}"
Q123224797,Joseph G. Monks,American industrial engineer,['Q5'],['Q30'],[],[],"['Q2267418', 'Q1622272']","{'P1315': ['924566'], 'P1280': ['93333859'], 'P271': ['DA02172131'], 'P1207': ['n97012716'], 'P213': ['0000000082046379'], 'P214': ['19728060'], 'P244': ['n81100906'], 'P268': ['12213513f'], 'P269': ['030790522'], 'P1368': ['000191460'], 'P1006': ['073091251'], 'P3987': ['9517'], 'P9871': ['5758'], 'P396': ['CFIV033569'], 'P8189': ['987007458646705171'], 'P11182': ['119824'], 'P1015': ['90101303'], 'P4619': ['000298855'], 'P7369': ['000040579'], 'P8179': ['ncf12112055'], 'P409': ['35358759'], 'P1375': ['000007707'], 'P3065': ['A003603937'], 'P11496': ['1140563741563063424'], 'P12458': ['294351'], 'P13591': ['person/59aea7ef-b0ab-44e1-bf65-ef61eb904878'], 'P14225': ['981005671649909366']}"
Q11924708,Gregory Frazier,,['Q5'],[],[],['+1947-00-00T00:00:00Z'],['Q188094'],"{'P214': ['13755745'], 'P244': ['n85226265'], 'P213': ['0000000028227670'], 'P2163': ['1965446'], 'P2671': ['/g/1210xf_4'], 'P227': ['114558151X'], 'P10832': ['E39PBJgmHdRXbTR37pyQQrW4bd'], 'P13591': ['person/b78d000a-7013-4b78-9b44-e900fd8f6606']}"
Q15429284,,American engineer,['Q5'],[],[],['+1939-01-01T00:00:00Z'],"['Q81096', 'Q832136']","{'P214': ['67755115'], 'P1006': ['070800359'], 'P227': ['170525767'], 'P3987': ['114147'], 'P213': ['0000000114470327'], 'P1280': ['20082019'], 'P269': ['082032904'], 'P691': ['vse2012681307'], 'P244': ['n80013448'], 'P1580': ['a1311667'], 'P1207': ['n94301512'], 'P646': ['/m/05vmw_v'], 'P9984': ['981058522419406706'], 'P8189': ['987007450687905171'], 'P11686': ['981058522419406706'], 'P11182': ['10333'], 'P10832': ['E39PBJcgrDQHBHdtHGDWCGHHmd'], 'P1368': ['000024576'], 'P13591': ['person/301c17db-caf9-4cec-bc46-a5413e1d7c7a']}"
Q4757168,Andrew Greasley,English cricketer (born 1960),['Q5'],['Q145'],[],['+1960-03-23T00:00:00Z'],['Q12299841'],"{'P2698': ['17658'], 'P646': ['/m/056v93k'], 'P3368': ['2580878']}"
Q132949377,,,['Q5'],[],[],['+1964-01-01T00:00:00Z'],['Q70631379'],"{'P227': ['1095562738'], 'P13049': ['1095562738'], 'P213': ['000000011769596X'], 'P13591': ['person/b3f7414c-ed55-4459-ac73-28e15bd3538b'], 'P214': ['71549752'], 'P1207': ['n2007147837'], 'P1368': ['000164676'], 'P396': ['UBOV407011'], 'P496': ['0000-0001-6413-3978']}"
Q139463390,,,['Q5'],[],['Q40435'],[],"['Q2994387', 'Q1622272']",{'P691': ['mzk20191053502']}
Q110085635,John W. Slocum,American lawyer and politician,['Q5'],['Q30'],[],['+1867-01-01T00:00:00Z'],"['Q40348', 'Q16533', 'Q82955']",{'P2671': ['/g/11sgxyqbj7']}
Q106292601,John W. Slocum,,['Q5'],[],[],['+1940-01-01T00:00:00Z'],[],"{'P2163': ['3793'], 'P214': ['19810146'], 'P244': ['n50012574'], 'P268': ['12955307g'], 'P269': ['057039739'], 'P349': ['01100001'], 'P1015': ['90058605'], 'P1207': ['n99041155'], 'P1368': ['000024528'], 'P1006': ['072045817'], 'P1280': ['37739363'], 'P3987': ['105559'], 'P5034': ['KAC199625571'], 'P8189': ['987007449891005171'], 'P213': ['0000000117485954'], 'P11249': ['14133649'], 'P11182': ['30919'], 'P13591': ['person/ffbd388a-5c7f-40c8-8d1f-23c635e23066']}"
Q61783042,Nancy J. Adler,Canadian academic,['Q5'],['Q16'],['Q621549'],['+1948-10-03T00:00:00Z'],"['Q3400985', 'Q121594', 'Q1028181']","{'P227': ['170393593'], 'P1607': ['3729863'], 'P1280': ['152387427'], 'P271': ['DA01840878'], 'P214': ['10019347', '5619165628850442480006'], 'P1006': ['075008165'], 'P1207': ['n97013022'], 'P5034': ['KAC201730577'], 'P646': ['/m/05xyhpq'], 'P7293': ['9811465311205606'], 'P3987': ['257471'], 'P213': ['0000000117423622'], 'P244': ['n85197259'], 'P268': ['13599905p'], 'P269': ['061070408'], 'P8189': ['987007459872105171'], 'P11496': ['1140000791697820928'], 'P11182': ['89925'], 'P10832': ['E39PBJvmQF3pPvXmgCBCKCbmVC'], 'P691': ['vse2012677303'], 'P13591': ['person/09240230-670a-47b4-ad47-ee02f5b5cce8'], 'P856': ['https://www.adlerartistry.com/'], 'P496': ['0000-0002-4251-3213']}"
Q64831603,Keith Davis,,['Q5'],[],[],[],[],{'P1233': ['17815']}
Q104585662,Keith Davis,American economist (1918-2002),['Q5'],['Q30'],['Q973788'],['+1918-07-03T00:00:00Z'],"['Q188094', 'Q1622272']","{'P2163': ['44537'], 'P214': ['108551502'], 'P244': ['n79122102'], 'P268': ['12058127q'], 'P269': ['028825071'], 'P691': ['xx0054020'], 'P1015': ['90194968'], 'P1207': ['n93105152'], 'P1309': ['vtls002680816'], 'P1368': ['000032254'], 'P1006': ['067892108'], 'P213': ['0000000110322140'], 'P950': ['XX1724003'], 'P227': ['170555445'], 'P5361': ['DavisKeith1918-2002'], 'P1580': ['a1020781'], 'P7293': ['9810661350405606'], 'P3987': ['109897'], 'P9984': ['981058511795706706'], 'P396': ['IEIV008389'], 'P3280': ['0000020160'], 'P4619': ['000344180'], 'P8189': ['987007389904405171'], 'P7699': ['LNB:V*120793;=BI'], 'P271': ['DA00800506'], 'P409': ['35033909'], 'P535': ['15994289'], 'P11249': ['14440181'], 'P11496': ['1140563741684521728'], 'P11686': ['981058511795706706'], 'P10832': ['E39PBJjCMGYtxXGpdFkq9BVDMP'], 'P13951': ['72376'], 'P13204': ['rw8sexxw'], 'P9322': ['p0030534-Davis-Keith-1918']}"
Q112387200,Keith Davis,,['Q5'],[],[],['+1956-00-00T00:00:00Z'],[],"{'P691': ['xx0024040'], 'P214': ['76565220'], 'P269': ['083986081'], 'P9322': ['0211794-Davis-Keith-1956']}"
Q134737877,Keith Davis,badminton player,['Q5'],['Q145'],[],['+1965-00-00T00:00:00Z'],['Q13141064'],"{'P3620': ['1039'], 'P2671': ['/g/11yf0nnnc3']}"
Q120924673,Keith Davis,African American person killed due to interaction with a California Law Enforcement Agency,['Q5'],['Q30'],[],[],[],{'P973': ['https://fatalencounters.org/']}
Q111365302,Rob Konopaske,International Business Management Academic,['Q5'],[],[],[],"['Q3400985', 'Q1622272', 'Q188094']","{'P856': ['https://faculty.txstate.edu/profile/520704'], 'P1960': ['dnVHivkAAAAJ'], 'P244': ['n2003105618'], 'P8189': ['987007462247305171'], 'P11182': ['64049'], 'P214': ['21523236'], 'P1207': ['n2011103499'], 'P691': ['jcu2016934052'], 'P13906': ['1572473']}"
Q95993783,James Campbell Quick,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0003-1674-3127']}
Q37838941,Alan R. Barker,researcher,['Q5'],[],[],[],['Q1650915'],"{'P496': ['0000-0001-8610-5417'], 'P1153': ['14008425100'], 'P244': ['nb2018024898'], 'P214': ['8120154441759235460005'], 'P6178': ['01312103647.08'], 'P8292': ['226901'], 'P10832': ['E39PBJxRvR7RPjrmFCKjG648YP']}"
Q116475235,Alan Barker,rugby league footballer,['Q5'],[],[],['+1978-12-10T00:00:00Z'],['Q14373094'],{'P11428': ['1189']}
Q109854460,Alan Barker,,['Q5'],[],[],['+1923-01-01T00:00:00Z'],[],"{'P648': ['OL4391063A'], 'P5361': ['BarkerAlan1923-1988'], 'P268': ['11445179k'], 'P213': ['0000000053147875'], 'P269': ['057225567'], 'P214': ['41766388'], 'P8189': ['987007273436205171'], 'P7293': ['9810542760305606'], 'P13591': ['person/b768849b-dfc1-4e10-8889-7142231681f5']}"
Q112423913,Alan Barker,,['Q5'],[],[],['+1955-00-00T00:00:00Z'],['Q384593'],"{'P691': ['xx0103788'], 'P214': ['100874816'], 'P2163': ['1603152'], 'P269': ['112994482'], 'P10387': ['46975']}"
Q19932758,Alan Robert Barker,British general,['Q5'],"['Q145', 'Q174193']",['Q29303'],['+1898-10-29T00:00:00Z'],"['Q189290', 'Q47064']","{'P2671': ['/g/11b8tw64ld'], 'P9426': ['Barker/Alan_Robert/Great_Britain'], 'P3368': ['2109889']}"
