book_id,scrape_id,title,subtitle,author,isbn_source,isbn_normalized,isbn_13,isbn_status,publisher,publication_date,publication_year,format,page_count,edition_note,cover_url,external_book_url,release_pages,source_metadata_conflict,source,openlibrary_key,match_method,match_confidence
BOOK01029,289,The Skills-Powered Organization,The Journey to the Next-Generation Enterprise,Ravin Jesuthasan and Tanuj Kapilashrami,9780262049238,9780262049238,9780262049238,Valid ISBN-13,The MIT Press,2024-10-01,2024,Hardcover,152.0,,https://www.leadershipnow.com/leadershop/images/9780262049238.jpg,https://amzn.to/3Rse7ib,['2024 Releases'],False,LeadershipNow,,,
BOOK01030,883,Nudging,,Riccardo Viale,9780262544443,9780262544443,9780262544443,Valid ISBN-13,The MIT Press,2022-10-04,2022,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780262544443.jpg,https://amzn.to/3QE3LcY,['2022 Releases'],False,LeadershipNow,,,
BOOK01031,350,Taming Silicon Valley,How We Can Ensure That AI Works for Us,Gary F. Marcus,9780262551069,9780262551069,9780262551069,Valid ISBN-13,The MIT Press,2024-09-24,2024,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9780262551069.jpg,https://amzn.to/4enErDV,['2024 Releases'],False,LeadershipNow,,,
BOOK01032,1096,Campaign of the Century,"Kennedy, Nixon, and the Election of 1960",Irwin F. Gellman,9780300218268,9780300218268,9780300218268,Valid ISBN-13,Yale University Press,2022-01-04,2022,Hardcover,504.0,,https://www.leadershipnow.com/leadershop/images/9780300218268.jpg,https://amzn.to/3tMdpj1,['2022 Releases'],False,LeadershipNow,,,
BOOK01033,1009,Thomas Jefferson,A Biography of Spirit and Flesh,Thomas S. Kidd,9780300250060,9780300250060,9780300250060,Valid ISBN-13,Yale University Press,2022-05-10,2022,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780300250060.jpg,https://amzn.to/3QetuYI,['2022 Releases'],False,LeadershipNow,,,
BOOK01034,805,Adventurers,The Improbable Rise of the East India Company: 1550-1650,David Howarth,9780300250725,9780300250725,9780300250725,Valid ISBN-13,Yale University Press,2023-02-21,2023,Hardcover,400.0,,https://www.leadershipnow.com/leadershop/images/9780300250725.jpg,https://amzn.to/3zWtxDu,['2023 Releases'],False,LeadershipNow,,,
BOOK01035,774,Mixed Signals,How Incentives Really Work,Uri Gneezy,9780300255539,9780300255539,9780300255539,Valid ISBN-13,Yale University Press,2023-03-21,2023,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780300255539.jpg,https://amzn.to/3ZgXFTj,['2023 Releases'],False,LeadershipNow,,,
BOOK01036,1040,Decision Leadership,Empowering Others to Make Better Choices,Don A. Moore and Max H. Bazerman,9780300259698,9780300259698,9780300259698,Valid ISBN-13,Yale University Press,2022-04-19,2022,Hardcover,264.0,,https://www.leadershipnow.com/leadershop/images/9780300259698.jpg,https://amzn.to/3OjwSkf,['2022 Releases'],False,LeadershipNow,,,
BOOK01037,554,Vienna,How the City of Ideas Created the Modern World,Richard Cockett,9780300266535,9780300266535,9780300266535,Valid ISBN-13,Yale University Press,2023-11-07,2023,Hardcover,464.0,,https://www.leadershipnow.com/leadershop/images/9780300266535.jpg,https://amzn.to/3OzvyuQ,['2023 Releases'],False,LeadershipNow,,,
BOOK01038,719,We Need to Talk About Inflation,"14 Urgent Lessons from the Last 2,000 Years",Stephen D. King,9780300270471,9780300270471,9780300270471,Valid ISBN-13,Yale University Press,2023-05-23,2023,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780300270471.jpg,https://amzn.to/3L5cO4B,['2023 Releases'],False,LeadershipNow,,,
BOOK01039,352,Making Sense of Chaos,A Better Economics for a Better World,J. Doyne Farmer,9780300273779,9780300273779,9780300273779,Valid ISBN-13,Yale University Press,2024-08-06,2024,Hardcover,384.0,,https://www.leadershipnow.com/leadershop/images/9780300273779.jpg,https://amzn.to/3YhPZmE,['2024 Releases'],False,LeadershipNow,,,
BOOK01040,230,The Corporation in the Twenty-First Century,Why (Almost) Everything We Are Told About Business Is Wrong,John Kay,9780300280197,9780300280197,9780300280197,Valid ISBN-13,Yale University Press,2025-01-07,2025,Hardcover,448.0,,https://www.leadershipnow.com/leadershop/images/9780300280197.jpg,https://amzn.to/3Zaammh,['2025 Releases'],False,LeadershipNow,,,
BOOK01041,980,"Inner Mastery, Outer Impact",How Your Five Core Energies Hold the Key to Success,Hitendra Wadhwaa,9780306827860,9780306827860,9780306827860,Valid ISBN-13,Hachette Go,2022-06-07,2022,Hardcover,352.0,,https://www.leadershipnow.com/leadershop/images/9780306827860.jpg,https://amzn.to/3NCB5i7,['2022 Releases'],False,LeadershipNow,,,
BOOK01042,809,Rising Together,How We Can Bridge Divides and Create a More Inclusive Workplace,Sally Helgesen,9780306828300,9780306828300,9780306828300,Valid ISBN-13,Hachette Go,2023-02-28,2023,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780306828300.jpg,https://amzn.to/3WNhtfm,['2023 Releases'],False,LeadershipNow,,,
BOOK01043,658,Team Habits,How Small Actions Lead to Extraordinary Results,Charlie Gilkey,9780306828331,9780306828331,9780306828331,Valid ISBN-13,Hachette Go,2023-08-29,2023,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780306828331.jpg,https://amzn.to/3OlkVNi,['2023 Releases'],False,LeadershipNow,,,
BOOK01044,849,"Bigger, Better, Bolder","Live the Life You Want, Not the Life You Get",Jennifer Cohen,9780306829581,9780306829581,9780306829581,Valid ISBN-13,Hachette Go,2022-12-27,2022,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780306829581.jpg,https://amzn.to/3OLYq2Q,['2022 Releases'],False,LeadershipNow,,,
BOOK01045,695,The Choice Point,The Scientifically Proven Method to Push Past Mental Walls and Achieve Your Goals,Joanna Grover and Jonathan Rhodes,9780306830273,9780306830273,9780306830273,Valid ISBN-13,Hachette Go,2023-06-20,2023,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780306830273.jpg,https://amzn.to/3oV5mS9,['2023 Releases'],False,LeadershipNow,,,
BOOK01046,493,Flip Your Life,"How to Find Opportunity in Distress-in Real Estate, Business, and Life",Tarek El Moussa,9780306830877,9780306830877,9780306830877,Valid ISBN-13,Hachette Go,2024-02-13,2024,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780306830877.jpg,https://amzn.to/420Ewrh,['2024 Releases'],False,LeadershipNow,,,
BOOK01047,488,The 12-Week MBA,Learn the Skills You Need to Lead in Business Today,Bjorn Billhardt and Nathan Kracklauer,9780306832369,9780306832369,9780306832369,Valid ISBN-13,Hachette Go,2024-02-06,2024,Hardcover,352.0,,https://www.leadershipnow.com/leadershop/images/9780306832369.jpg,https://amzn.to/3v4okZG,['2024 Releases'],False,LeadershipNow,,,
BOOK01048,537,Moonshot,A NASA Astronaut’s Guide to Achieving the Impossible,Mike Massimino,9780306832642,9780306832642,9780306832642,Valid ISBN-13,Hachette Go,2023-12-05,2023,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780306832642.jpg,https://amzn.to/3KGVuUf,['2023 Releases'],False,LeadershipNow,,,
BOOK01049,420,Ask,Tap Into the Hidden Wisdom of People Around You for Unexpected Breakthroughs In Leadership and Life,Jeff Wetzler,9780306832697,9780306832697,9780306832697,Valid ISBN-13,Hachette Go,2024-05-07,2024,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9780306832697.jpg,https://amzn.to/4agx7aY,['2024 Releases'],False,LeadershipNow,,,
BOOK01050,367,The Five Talents That Really Matter,How Great Leaders Drive Extraordinary Performance,Barry Conchie and Sarah Dalton,9780306833403,9780306833403,9780306833403,Valid ISBN-13,Hachette Go,2024-08-27,2024,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780306833403.jpg,https://amzn.to/3yrjebV,['2024 Releases'],False,LeadershipNow,,,
BOOK01051,317,Dynamic Drive,The Purpose-Fueled Formula for Sustainable Success,Molly Fletcher,9780306834196,9780306834196,9780306834196,Valid ISBN-13,Hachette Go,2024-09-03,2024,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780306834196.jpg,https://amzn.to/46DgyVx,['2024 Releases'],False,LeadershipNow,,,
BOOK01052,228,Don't Say Um,How to Communicate Effectively to Live a Better Life,Michael Chad Hoeppner,9780306834509,9780306834509,9780306834509,Valid ISBN-13,Hachette Go,2025-01-07,2025,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780306834509.jpg,https://amzn.to/3TOFW5g,['2025 Releases'],False,LeadershipNow,,,
BOOK01053,902,Purposeful Curiosity,The Power of Asking the Right Questions at the Right Time,Constantine Andriopoulos,9780306847363,9780306847363,9780306847363,Valid ISBN-13,Hachette Books,2022-10-25,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780306847363.jpg,https://amzn.to/3HK5Q34,['2022 Releases'],False,LeadershipNow,,,
BOOK01054,857,Hangry,A Startup Journey,Mike Evans,9780306925535,9780306925535,9780306925535,Valid ISBN-13,Legacy Lit,2022-11-01,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780306925535.jpg,https://amzn.to/3RcSteI,['2022 Releases'],False,LeadershipNow,,,
BOOK01055,1107,The Aspiring Leader's Guide to the Future,9 Surprising Ways Leadership is Changing,Clay Scroggins,9780310124450,9780310124450,9780310124450,Valid ISBN-13,Zondervan,2022-01-11,2022,Hardcover,208.0,,https://www.leadershipnow.com/leadershop/images/9780310124450.jpg,https://amzn.to/3HojA2u,['2022 Releases'],False,LeadershipNow,,,
BOOK01056,800,The Power to Change,Mastering the Habits That Matter Most,Craig Groeschel,9780310362777,9780310362777,9780310362777,Valid ISBN-13,Zondervan,2023-02-14,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780310362777.jpg,https://amzn.to/3VKOust,['2023 Releases'],False,LeadershipNow,,,
BOOK01057,948,What to Do Next,Taking Your Best Step When Life Is Uncertain,Jeff Henderson,9780310366072,9780310366072,9780310366072,Valid ISBN-13,Zondervan,2022-08-23,2022,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780310366072.jpg,https://amzn.to/3s4yEMX,['2022 Releases'],False,LeadershipNow,,,
BOOK01058,686,Your Future Self,How to Make Tomorrow Better Today,Hal Hershfield,9780316421256,9780316421256,9780316421256,Valid ISBN-13,"Little, Brown Spark",2023-06-06,2023,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9780316421256.jpg,https://amzn.to/3C3nUmS,['2023 Releases'],False,LeadershipNow,,,
BOOK01059,557,The Geek Way,The Radical Mindset that Drives Extraordinary Results,Andrew McAfee,9780316436700,9780316436700,9780316436700,Valid ISBN-13,"Little, Brown and Company",2023-11-14,2023,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780316436700.jpg,https://amzn.to/3rmcb0t,['2023 Releases'],False,LeadershipNow,,,
BOOK01060,904,The Revolutionary,Samuel Adams,Stacy Schiff,9780316441117,9780316441117,9780316441117,Valid ISBN-13,"Little, Brown and Company",2022-10-25,2022,Hardcover,432.0,,https://www.leadershipnow.com/leadershop/images/9780316441117.jpg,https://amzn.to/3U62Xzp,['2022 Releases'],False,LeadershipNow,,,
BOOK01061,634,Blood in the Machine,The Origins of the Rebellion Against Big Tech,Brian Merchant,9780316487740,9780316487740,9780316487740,Valid ISBN-13,"Little, Brown and Company",2023-09-26,2023,Hardcover,496.0,,https://www.leadershipnow.com/leadershop/images/9780316487740.jpg,https://amzn.to/3DJQOJy,['2023 Releases'],False,LeadershipNow,,,
BOOK01062,1102,Get It Done,Surprising Lessons from the Science of Motivation,Ayelet Fishbach,9780316538343,9780316538343,9780316538343,Valid ISBN-13,"Little, Brown Spark",2022-01-04,2022,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9780316538343.jpg,https://amzn.to/30XGqhu,"['2023 Releases', '2022 Releases']",False,LeadershipNow,,,
BOOK01063,409,The Problem with Change,And the Essential Nature of Human Performance,Ashley Goodall,9780316560276,9780316560276,9780316560276,Valid ISBN-13,"Little, Brown Spark",2024-05-07,2024,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780316560276.jpg,https://amzn.to/3IY377F,['2024 Releases'],False,LeadershipNow,,,
BOOK01064,290,Revenge of the Tipping Point,"Overstories, Superspreaders, and the Rise of Social Engineering",Malcolm Gladwell,9780316575805,9780316575805,9780316575805,Valid ISBN-13,"Little, Brown and Company",2024-10-01,2024,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9780316575805.jpg,https://amzn.to/3AL2ugN,['2024 Releases'],False,LeadershipNow,,,
BOOK01065,72,Disrupt Everything-and Win,Take Control of Your Future,James Patterson and Patrick Leddin PhD,9780316593946,9780316593946,9780316593946,Valid ISBN-13,"Little, Brown and Company",2025-09-29,2025,Hardcover,384.0,,https://www.leadershipnow.com/leadershop/images/9780316593946.jpg,https://amzn.to/4nvlkw7,['2025 Releases'],False,LeadershipNow,,,
BOOK01066,608,The Chaos Machine,The Inside Story of How Social Media Rewired Our Minds and Our World,Max Fisher,9780316703321,9780316703321,9780316703321,Valid ISBN-13,"Little, Brown and Company",2023-09-06,2023,Hardcover,400.0,,https://www.leadershipnow.com/leadershop/images/9780316703321.jpg,https://amzn.to/3N1mgIB,['2023 Releases'],False,LeadershipNow,,,
BOOK01067,185,A Story is a Deal,"How to use the science of storytelling to lead, motivate and persuade",Will Storr,9780349437231,9780349437231,9780349437231,Valid ISBN-13,Piatkus,2025-03-04,2025,Hardcover,352.0,,https://www.leadershipnow.com/leadershop/images/9780349437231.jpg,https://amzn.to/41kdrQ8,['2025 Releases'],False,LeadershipNow,,,
BOOK01068,424,Excessively Obsessed,"Find Your Passion, Build Your Business, Learn Your Limits, Love Your Life",Natasha Oakley,9780349437927,9780349437927,9780349437927,Valid ISBN-13,Mobius,2024-05-14,2024,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780349437927.jpg,https://amzn.to/3JCfS81,['2024 Releases'],False,LeadershipNow,,,
BOOK01069,1089,Coach K,The Rise and Reign of Mike Krzyzewski,Ian O'Connor,9780358345404,9780358345404,9780358345404,Valid ISBN-13,Mariner Boks,2022-02-22,2022,Hardcover,384.0,,https://www.leadershipnow.com/leadershop/images/9780358345404.jpg,https://amzn.to/3ktL2SJ,['2022 Releases'],False,LeadershipNow,,,
BOOK01070,715,King,A Life,Jonathan Eig,9780374279295,9780374279295,9780374279295,Valid ISBN-13,"Farrar, Straus and Giroux",2023-05-16,2023,Hardcover,688.0,,https://www.leadershipnow.com/leadershop/images/9780374279295.jpg,https://amzn.to/3FRWfYR,['2023 Releases'],False,LeadershipNow,,,
BOOK01071,61,This Is for Everyone,The Unfinished Story of the World Wide Web,Tim Berners-Lee,9780374612467,9780374612467,9780374612467,Valid ISBN-13,"Farrar, Straus and Giroux",2025-09-09,2025,Hardcover,400.0,,https://www.leadershipnow.com/leadershop/images/9780374612467.jpg,https://amzn.to/40DtAQW,['2025 Releases'],False,LeadershipNow,,,
BOOK01072,34,Enshittification,Why Everything Suddenly Got Worse and What to Do About It,Cory Doctorow,9780374619329,9780374619329,9780374619329,Valid ISBN-13,MCD,2025-10-07,2025,Hardcover,352.0,,https://www.leadershipnow.com/leadershop/images/9780374619329.jpg,https://amzn.to/46DGbag,['2025 Releases'],False,LeadershipNow,,,
BOOK01073,332,The Extinction of Experience,Being Human in a Disembodied World,Christine Rosen,9780393241716,9780393241716,9780393241716,Valid ISBN-13,W. W. Norton & Company,2024-09-10,2024,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780393241716.jpg,https://amzn.to/3BXXQx4,['2024 Releases'],False,LeadershipNow,,,
BOOK01074,1100,The End of Burnout,Why Work Drains Us and How to Build Better Lives,Jonathan Malesic,9780520344075,9780520344075,9780520344075,Valid ISBN-13,University of California Press,2022-01-04,2022,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780520344075.jpg,https://amzn.to/3juvfBW,['2022 Releases'],False,LeadershipNow,,,
BOOK01075,460,The Random Factor,How Chance and Luck Profoundly Shape Our Lives and the World around Us,Prof. Mark Robert Rank,9780520390966,9780520390966,9780520390966,Valid ISBN-13,University of California Press,2024-04-23,2024,Hardcover,302.0,,https://www.leadershipnow.com/leadershop/images/9780520390966.jpg,https://amzn.to/3QpEFjJ,['2024 Releases'],False,LeadershipNow,,,
BOOK01076,422,May Contain Lies,"How Stories, Statistics, and Studies Exploit Our BiasesAnd What We Can Do about It",Alex Edmans,9780520405851,9780520405851,9780520405851,Valid ISBN-13,University of California Press,2024-05-14,2024,Hardcover,336.0,,https://www.leadershipnow.com/leadershop/images/9780520405851.jpg,https://amzn.to/4as96NG,['2024 Releases'],False,LeadershipNow,,,
BOOK01077,1120,The Power Law,Venture Capital and the Making of the New Future,Sebastian Mallaby,9780525559993,9780525559993,9780525559993,Valid ISBN-13,Penguin Press,2022-01-25,2022,Hardcover,496.0,,https://www.leadershipnow.com/leadershop/images/9780525559993.jpg,https://amzn.to/3AqFJcs,['2022 Releases'],False,LeadershipNow,,,
BOOK01078,827,The Bill of Obligations,The Ten Habits of Good Citizens,Richard Haass,9780525560654,9780525560654,9780525560654,Valid ISBN-13,Penguin Press,2023-01-24,2023,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780525560654.jpg,https://amzn.to/3FmqTsM,['2023 Releases'],False,LeadershipNow,,,
BOOK01079,142,Mark Twain,,Ron Chernow,9780525561729,9780525561729,9780525561729,Valid ISBN-13,Penguin Press,2025-05-13,2025,Hardcover,1200.0,,https://www.leadershipnow.com/leadershop/images/9780525561729.jpg,https://amzn.to/4isK45R,['2025 Releases'],False,LeadershipNow,,,
BOOK01080,1021,The Secret to Transformational Leadership,,Quintin Shepherd with Sarah Williamson,9780578376943,9780578376943,9780578376943,Valid ISBN-13,Compassionate Leadership,2022-05-18,2022,Paperback,216.0,,https://www.leadershipnow.com/leadershop/images/9780578376943.jpg,https://amzn.to/3KMLWnN,['2022 Releases'],False,LeadershipNow,,,
BOOK01081,868,Power Failure,The Rise and Fall of an American Icon,William D. Cohan,9780593084168,9780593084168,9780593084168,Valid ISBN-13,Portfolio,2022-11-15,2022,Hardcover,816.0,,https://www.leadershipnow.com/leadershop/images/9780593084168.jpg,https://amzn.to/3gUNp2p,['2022 Releases'],False,LeadershipNow,,,
BOOK01082,572,Clear Thinking,Turning Ordinary Moments into Extraordinary Results,Shane Parrish,9780593086117,9780593086117,9780593086117,Valid ISBN-13,Portfolio,2023-10-03,2023,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593086117.jpg,https://amzn.to/42l7QHK,['2023 Releases'],False,LeadershipNow,,,
